----------------------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Angle [deg], Alpha [px/bit]
      5,      50.0,     19.85,    850.33,    -2.28489,    -130.914,          2.836
      5,      50.0,     21.03,    805.38,    -2.11935,    -121.430,          3.004
      5,      50.0,     20.13,    851.01,    -2.07789,    -119.055,          2.876
      5,      50.0,     20.81,    811.05,    -2.18546,    -125.218,          2.973
      5,      50.0,     20.16,    844.25,    -1.96932,    -112.834,          2.880
      5,      50.0,     19.77,    855.11,    -1.92379,    -110.225,          2.824
      5,      50.0,     19.18,    879.59,    -1.87668,    -107.526,          2.740
      5,      50.0,     24.77,    684.52,    -0.75683,     -43.363,          3.539
      5,      50.0,     35.74,    484.10,    -1.89255,    -108.435,          5.106
      5,      50.0,     20.41,    833.53,    -1.90747,    -109.290,          2.915
      5,      50.0,     19.96,    846.94,    -1.87668,    -107.526,          2.851
      5,      50.0,     19.23,    877.18,    -1.77829,    -101.889,          2.747
      5,      50.0,     20.84,    812.23,    -2.09559,    -120.069,          2.977
      5,      50.0,     20.24,    845.93,    -2.01317,    -115.346,          2.892
      5,      50.0,     20.34,    829.68,    -2.11935,    -121.430,          2.905
      5,      50.0,     20.31,    830.95,    -2.25311,    -129.094,          2.902
      5,      50.0,     25.13,    674.91,    -0.75683,     -43.363,          3.590
      5,      50.0,     35.62,    485.71,    -1.82957,    -104.827,          5.089
      5,      50.0,     19.43,    868.62,    -2.12940,    -122.005,          2.776
      5,      50.0,     20.02,    844.44,    -1.82812,    -104.744,          2.860
      5,      50.0,     20.04,    853.90,    -2.03444,    -116.565,          2.863
      5,      50.0,     21.03,    804.61,    -2.05527,    -117.759,          3.004
      5,      50.0,     20.33,    830.05,    -2.14510,    -122.905,          2.904
      5,      50.0,     20.72,    821.02,    -1.90747,    -109.290,          2.960
      5,      50.0,     19.33,    872.82,    -1.77829,    -101.889,          2.761
      5,      50.0,     24.81,    683.41,    -0.72664,     -41.634,          3.545
      5,      50.0,     35.18,    492.17,    -1.83705,    -105.255,          5.025
      5,      50.0,     19.71,    856.22,    -2.17308,    -124.509,          2.816
      5,      50.0,     19.72,    857.49,    -1.76819,    -101.310,          2.817
      5,      50.0,     19.45,    867.28,    -1.72740,     -98.973,          2.779
      5,      50.0,     21.14,    800.22,    -2.05527,    -117.759,          3.020
      5,      50.0,     20.95,    816.31,    -1.99365,    -114.228,          2.992
      5,      50.0,     20.26,    833.00,    -2.07789,    -119.055,          2.894
      5,      50.0,     20.72,    821.02,    -1.86225,    -106.699,          2.960
      5,      50.0,     24.92,    680.32,    -0.64350,     -36.870,          3.560
      5,      50.0,     35.42,    488.76,    -1.80189,    -103.241,          5.060
      5,      50.0,     20.80,    812.92,    -2.05527,    -117.759,          2.971
      5,      50.0,     19.91,    847.78,    -2.10252,    -120.466,          2.844
      5,      50.0,     20.29,    842.14,    -1.96932,    -112.834,          2.899
      5,      50.0,     20.27,    839.02,    -1.82812,    -104.744,          2.895
      5,      50.0,     20.85,    809.34,    -2.11935,    -121.430,          2.978
      5,      50.0,     19.92,    849.00,    -1.77829,    -101.889,          2.845
      5,      50.0,     18.67,    903.39,    -1.68145,     -96.340,          2.668
      5,      50.0,     25.00,    677.93,    -0.64350,     -36.870,          3.571
      5,      50.0,     35.21,    492.03,    -1.77384,    -101.634,          5.030
      5,      50.0,     19.64,    859.46,    -2.14510,    -122.905,          2.806
      5,      50.0,     19.93,    857.08,    -1.92379,    -110.225,          2.847
      5,      50.0,     19.12,    882.40,    -1.68145,     -96.340,          2.731
      5,      50.0,     20.69,    816.82,    -1.99365,    -114.228,          2.956
      5,      50.0,     20.70,    814.87,    -2.05527,    -117.759,          2.957
      5,      50.0,     20.27,    838.71,    -1.86225,    -106.699,          2.895
      5,      50.0,     19.45,    869.26,    -1.71969,     -98.531,          2.779
      5,      50.0,     24.77,    684.33,    -0.64350,     -36.870,          3.538
      5,      50.0,     35.23,    491.73,    -1.71681,     -98.366,          5.033
      5,      50.0,     20.02,    842.52,    -1.62075,     -92.862,          2.861
      5,      50.0,     20.43,    826.80,    -1.95130,    -111.802,          2.919
      5,      50.0,     19.83,    851.14,    -2.08319,    -119.358,          2.833
      5,      50.0,     20.72,    823.75,    -1.84910,    -105.945,          2.960
      5,      50.0,     20.25,    833.08,    -1.96932,    -112.834,          2.893
      5,      50.0,     20.32,    836.58,    -1.81577,    -104.036,          2.903
      5,      50.0,     19.45,    869.44,    -1.72740,     -98.973,          2.779
      5,      50.0,     24.83,    682.49,    -0.61073,     -34.992,          3.547
      5,      50.0,     35.31,    490.35,    -1.68459,     -96.520,          5.044
      5,      50.0,     20.40,    827.92,    -1.92379,    -110.225,          2.915
      5,      50.0,     19.58,    862.05,    -2.05770,    -117.897,          2.797
      5,      50.0,     20.11,    848.29,    -1.87668,    -107.526,          2.873
      5,      50.0,     19.70,    856.40,    -1.98902,    -113.963,          2.814
      5,      50.0,     19.53,    864.13,    -1.62075,     -92.862,          2.789
      5,      50.0,     20.51,    828.94,    -1.81577,    -104.036,          2.929
      5,      50.0,     19.88,    850.72,    -1.71969,     -98.531,          2.840
      5,      50.0,     25.31,    669.00,    -0.56673,     -32.471,          3.616
      5,      50.0,     35.46,    488.25,    -1.65630,     -94.899,          5.066
      5,      50.0,     20.92,    815.02,    -1.80454,    -103.393,          2.989
      5,      50.0,     20.81,    816.74,    -1.71269,     -98.130,          2.973
      5,      50.0,     19.26,    876.34,    -1.57080,     -90.000,          2.751
      5,      50.0,     21.03,    802.97,    -1.89255,    -108.435,          3.004
      5,      50.0,     19.68,    857.65,    -2.03444,    -116.565,          2.811
      5,      50.0,     20.76,    812.77,    -1.95130,    -111.802,          2.965
      5,      50.0,     20.29,    833.66,    -1.62075,     -92.862,          2.899
      5,      50.0,     24.54,    690.03,    -0.51915,     -29.745,          3.506
      5,      50.0,     35.15,    492.55,    -1.65630,     -94.899,          5.021
      5,      50.0,     20.27,    832.39,    -1.87668,    -107.526,          2.895
      5,      50.0,     20.02,    844.84,    -1.62075,     -92.862,          2.861
      5,      50.0,     19.50,    865.48,    -1.57080,     -90.000,          2.786
      5,      50.0,     21.20,    796.61,    -1.89255,    -108.435,          3.028
      5,      50.0,     20.62,    826.80,    -1.81577,    -104.036,          2.945
      5,      50.0,     19.35,    872.46,    -2.03444,    -116.565,          2.764
      5,      50.0,     20.73,    819.95,    -1.71269,     -98.130,          2.962
      5,      50.0,     25.22,    671.39,    -0.55431,     -31.760,          3.602
      5,      50.0,     34.91,    495.90,    -1.65630,     -94.899,          4.987
      5,      50.0,     19.46,    867.19,    -1.98902,    -113.963,          2.780
      5,      50.0,     20.88,    808.66,    -1.90747,    -109.290,          2.982
      5,      50.0,     20.99,    811.55,    -1.76819,    -101.310,          2.999
      5,      50.0,     20.38,    833.77,    -1.71969,     -98.531,          2.911
      5,      50.0,     20.25,    832.96,    -1.90747,    -109.290,          2.893
      5,      50.0,     19.53,    866.44,    -1.62075,     -92.862,          2.789
      5,      50.0,     24.97,    677.98,    -0.49935,     -28.610,          3.566
      5,      50.0,     35.28,    490.38,    -1.59857,     -91.591,          5.040
      5,      50.0,     20.39,    833.33,    -1.71969,     -98.531,          2.913
      5,      50.0,     19.51,    865.16,    -1.98902,    -113.963,          2.787
      5,      50.0,     19.53,    864.52,    -1.52084,     -87.138,          2.789
      5,      50.0,     20.92,    806.72,    -1.84910,    -105.945,          2.989
      5,      50.0,     20.40,    826.75,    -1.92379,    -110.225,          2.915
      5,      50.0,     19.51,    867.20,    -1.62338,     -93.013,          2.788
      5,      50.0,     24.49,    690.81,    -0.48251,     -27.646,          3.499
      5,      50.0,     35.26,    490.68,    -1.57080,     -90.000,          5.037
      5,      50.0,     20.42,    826.26,    -1.87668,    -107.526,          2.916
      5,      50.0,     21.10,    799.80,    -1.80454,    -103.393,          3.014
      5,      50.0,     20.51,    829.61,    -1.71269,     -98.130,          2.930
      5,      50.0,     20.06,    846.66,    -1.67046,     -95.711,          2.866
      5,      50.0,     19.93,    846.65,    -1.92379,    -110.225,          2.848
      5,      50.0,     19.76,    856.53,    -1.57080,     -90.000,          2.822
      5,      50.0,     19.10,    883.78,    -1.46592,     -83.991,          2.729
      5,      50.0,     24.50,    690.37,    -0.42663,     -24.444,          3.500
      5,      50.0,     35.01,    493.92,    -1.54223,     -88.363,          5.001
      5,      50.0,     20.51,    828.97,    -1.75902,    -100.784,          2.930
      5,      50.0,     19.77,    853.75,    -1.92379,    -110.225,          2.824
      5,      50.0,     18.62,    906.88,    -1.46014,     -83.660,          2.660
      5,      50.0,     21.49,    785.26,    -1.75065,    -100.305,          3.070
      5,      50.0,     20.09,    839.44,    -1.86225,    -106.699,          2.871
      5,      50.0,     20.52,    827.60,    -1.61838,     -92.726,          2.932
      5,      50.0,     19.28,    877.60,    -1.57080,     -90.000,          2.755
      5,      50.0,     24.30,    696.04,    -0.42663,     -24.444,          3.471
      5,      50.0,     35.30,    489.56,    -1.51530,     -86.820,          5.042
      5,      50.0,     20.39,    833.60,    -1.71969,     -98.531,          2.913
      5,      50.0,     20.21,    834.79,    -1.81577,    -104.036,          2.887
      5,      50.0,     19.92,    846.95,    -1.87668,    -107.526,          2.846
      5,      50.0,     20.50,    828.30,    -1.57080,     -90.000,          2.929
      5,      50.0,     19.83,    853.45,    -1.52084,     -87.138,          2.833
      5,      50.0,     19.10,    884.16,    -1.46592,     -83.991,          2.729
      5,      50.0,     24.71,    684.13,    -0.35877,     -20.556,          3.530
      5,      50.0,     20.61,    818.66,    -1.80454,    -103.393,          2.944
      5,      50.0,     34.88,    495.47,    -1.48279,     -84.958,          4.982
      5,      50.0,     20.83,    815.55,    -1.66575,     -95.440,          2.975
      5,      50.0,     20.32,    830.26,    -1.81577,    -104.036,          2.902
      5,      50.0,     20.01,    848.20,    -1.57080,     -90.000,          2.859
      5,      50.0,     19.48,    866.51,    -1.82812,    -104.744,          2.782
      5,      50.0,     19.24,    878.31,    -1.41419,     -81.027,          2.748
      5,      50.0,     19.60,    863.67,    -1.47113,     -84.289,          2.800
      5,      50.0,     24.20,    698.29,    -0.34877,     -19.983,          3.458
      5,      50.0,     21.21,    795.27,    -1.70632,     -97.765,          3.031
      5,      50.0,     34.96,    493.95,    -1.45700,     -83.480,          4.994
      5,      50.0,     20.79,    816.70,    -1.61622,     -92.603,          2.970
      5,      50.0,     20.21,    834.66,    -1.75902,    -100.784,          2.887
      5,      50.0,     19.84,    850.78,    -1.81577,    -104.036,          2.834
      5,      50.0,     20.51,    827.52,    -1.57080,     -90.000,          2.930
      5,      50.0,     19.73,    858.11,    -1.42191,     -81.469,          2.819
      5,      50.0,     19.33,    874.33,    -1.42191,     -81.469,          2.761
      5,      50.0,     24.36,    693.69,    -0.33474,     -19.179,          3.480
      5,      50.0,     20.44,    825.32,    -1.70632,     -97.765,          2.920
      5,      50.0,     34.37,    502.07,    -1.42478,     -81.634,          4.911
      5,      50.0,     20.50,    827.76,    -1.57080,     -90.000,          2.929
      5,      50.0,     20.22,    834.08,    -1.71969,     -98.531,          2.889
      5,      50.0,     19.23,    879.21,    -1.36330,     -78.111,          2.747
      5,      50.0,     20.06,    845.81,    -1.52321,     -87.274,          2.866
      5,      50.0,     19.44,    867.89,    -1.84174,    -105.524,          2.777
      5,      50.0,     19.33,    876.01,    -1.42191,     -81.469,          2.761
      5,      50.0,     24.36,    693.46,    -0.29544,     -16.928,          3.480
      5,      50.0,     34.94,    493.34,    -1.39612,     -79.992,          4.991
      5,      50.0,     20.60,    818.96,    -1.66575,     -95.440,          2.942
