= RESTART: D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py
---------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Alpha [px/bit]
      5,      38.5,     10.92,   1189.58,     1.19029,          2.184
      5,      38.5,     10.62,   1223.42,     1.30454,          2.124
      5,      38.5,     10.44,   1244.40,     1.27934,          2.088
      5,      38.5,     10.62,   1223.33,     1.27934,          2.124
      5,      38.5,     10.20,   1273.96,     1.37340,          2.040
      5,      38.5,     10.62,   1223.53,     1.47113,          2.124
      5,      38.5,     10.62,   1223.53,     1.39094,          2.124
      5,      38.5,     10.41,   1248.43,     1.37340,          2.081
      5,      38.5,     10.41,   1248.43,     1.37340,          2.081
      5,      38.5,     10.81,   1202.38,     1.30454,          2.161
      5,      38.5,     10.32,   1258.76,     1.30454,          2.064
      5,      38.5,     10.53,   1233.83,     1.30454,          2.106
      5,      38.5,     10.62,   1223.33,     1.27934,          2.124
      5,      38.5,     10.32,   1258.89,     1.27934,          2.064
      5,      38.5,     10.92,   1189.62,     1.30454,          2.184
      5,      38.5,     10.32,   1258.89,     1.27934,          2.064
      5,      38.5,     10.76,   1207.07,     1.30454,          2.153
      5,      38.5,     10.44,   1244.32,     1.27934,          2.088
      5,      38.5,     10.46,   1242.36,     1.19029,          2.091
      5,      38.5,     10.64,   1220.76,     1.19029,          2.128
      5,      38.5,     11.11,   1169.76,     1.19029,          2.221
      5,      38.5,     10.64,   1220.76,     1.19029,          2.128
      5,      38.5,     10.52,   1234.53,     1.19029,          2.105
      5,      38.5,     10.64,   1220.76,     1.19029,          2.128
      5,      38.5,     10.77,   1206.27,     1.19029,          2.154
      5,      38.5,     10.64,   1220.68,     1.15257,          2.128
      5,      38.5,     10.74,   1209.75,     1.06370,          2.148
      5,      38.5,     10.30,   1261.73,     1.06370,          2.059
      5,      38.5,     10.30,   1261.73,     1.06370,          2.059
      5,      38.5,     10.65,   1220.02,     1.06370,          2.129
      5,      38.5,     10.56,   1230.48,     0.98279,          2.111
      5,      38.5,     10.90,   1191.92,     1.03038,          2.180
      5,      38.5,     10.21,   1272.19,     1.06370,          2.042
      5,      38.5,     10.76,   1207.42,     0.90975,          2.152
      5,      38.5,     10.71,   1212.67,     0.98279,          2.142
      5,      38.5,     10.71,   1212.56,     0.98279,          2.142
      5,      38.5,     10.36,   1253.62,     0.85197,          2.072
      5,      38.5,     10.32,   1258.19,     0.85197,          2.065
      5,      38.5,     10.67,   1217.91,     0.64350,          2.133
      5,      38.5,     10.00,   1298.88,     0.64350,          2.000
      5,      38.5,     10.41,   1247.92,     0.58800,          2.082
      5,      38.5,     10.06,   1290.79,     0.55860,          2.013
      5,      38.5,     10.82,   1200.78,     0.58800,          2.163
      5,      38.5,     10.48,   1239.08,     0.58800,          2.096
      5,      38.5,     10.15,   1279.93,     0.50710,          2.030
      5,      38.5,     10.30,   1261.54,     0.50710,          2.059
      5,      38.5,     10.86,   1196.34,     0.38051,          2.171
      5,      38.5,     10.86,   1196.34,     0.46365,          2.171
      5,      38.5,     10.52,   1234.19,     0.46365,          2.105
      5,      38.5,     10.77,   1205.93,     0.38051,          2.154
      5,      38.5,      9.99,   1300.30,     0.32175,          1.998
      5,      38.5,     10.46,   1242.01,     0.38051,          2.091
      5,      38.5,     10.76,   1206.75,     0.29146,          2.153
      5,      38.5,     10.62,   1223.04,     0.19740,          2.124
      5,      38.5,     10.92,   1189.33,     0.29146,          2.184
      5,      38.5,     10.50,   1236.51,     0.19740,          2.101
      5,      38.5,     10.20,   1273.62,     0.19740,          2.040
      5,      38.5,     10.50,   1236.51,     0.29146,          2.101
      5,      38.5,     10.99,   1181.83,     0.19740,          2.198
      5,      38.5,     10.69,   1215.10,     0.19740,          2.138
      5,      38.5,     10.20,   1273.65,     0.19740,          2.040
      5,      38.5,     10.34,   1256.68,     0.09967,          2.067
      5,      38.5,     10.62,   1223.32,     0.17985,          2.124
      5,      38.5,     10.79,   1204.70,     0.09066,          2.157
      5,      38.5,     10.79,   1204.70,     0.09066,          2.157
      5,      38.5,     10.26,   1266.41,     0.00000,          2.052
      5,      38.5,     10.02,   1296.87,     0.00000,          2.005
      5,      38.5,     10.52,   1236.67,     0.00000,          2.105
      5,      38.5,     11.00,   1183.49,     0.00000,          2.200
      5,      38.5,     11.00,   1183.49,     0.00000,          2.200
      5,      38.5,     11.00,   1183.49,     0.00000,          2.200
      5,      38.5,     10.52,   1236.80,     0.00000,          2.105
      5,      38.5,     10.26,   1267.83,     0.00000,          2.052
      5,      38.5,     10.26,   1267.41,     0.00000,          2.052
      5,      38.5,     10.26,   1267.03,     0.00000,          2.052
      5,      38.5,     10.26,   1267.03,     0.00000,          2.052
      5,      38.5,     10.50,   1238.04,     0.00000,          2.100
      5,      38.5,     10.26,   1266.41,     0.00000,          2.052
      5,      38.5,     10.50,   1237.76,     0.00000,          2.100
      5,      38.5,     10.00,   1299.29,     0.00000,          2.000
      5,      38.5,     10.26,   1266.06,     0.00000,          2.052
      5,      38.5,     10.00,   1299.29,     0.00000,          2.000
      5,      38.5,     10.50,   1237.42,     0.00000,          2.100
      5,      38.5,     10.00,   1299.10,     0.00000,          2.000
      5,      38.5,     10.00,   1299.03,     0.00000,          2.000
      5,      38.5,     10.00,   1298.97,     0.00000,          2.000
      5,      38.5,     10.50,   1237.11,     0.00000,          2.100
      5,      38.5,      9.76,   1330.52,     0.00000,          1.952
      5,      38.5,     10.52,   1234.59,     0.09967,          2.105
      5,      38.5,     10.55,   1231.59,     0.09066,          2.110
      5,      38.5,     10.05,   1292.43,     0.09967,          2.010
      5,      38.5,     10.29,   1262.73,     0.09967,          2.057
      5,      38.5,      9.84,   1320.22,     0.11066,          1.968
      5,      38.5,     10.34,   1256.68,     0.09967,          2.067
      5,      38.5,     10.41,   1248.17,     0.09967,          2.081
      5,      38.5,     10.12,   1282.98,     0.09066,          2.025
      5,      38.5,      9.92,   1309.98,     0.19740,          1.983
      5,      38.5,     10.20,   1273.80,     0.19740,          2.040
      5,      38.5,     10.50,   1236.75,     0.19740,          2.101
      5,      38.5,     10.62,   1223.25,     0.29146,          2.124
      5,      38.5,     10.44,   1244.19,     0.29146,          2.088
      5,      38.5,     10.76,   1206.86,     0.29146,          2.153
      5,      38.5,     10.01,   1297.10,     0.19740,          2.003
      5,      38.5,     10.44,   1244.10,     0.29146,          2.088
      5,      38.5,     10.61,   1224.70,     0.38051,          2.121
      5,      38.5,     10.46,   1242.01,     0.38051,          2.091
      5,      38.5,     10.61,   1224.69,     0.38051,          2.121
      5,      38.5,     10.46,   1242.01,     0.41822,          2.091
      5,      38.5,     10.46,   1242.01,     0.38051,          2.091
      5,      38.5,     10.61,   1224.47,     0.38051,          2.121
      5,      38.5,     10.28,   1262.92,     0.32175,          2.057
      5,      38.5,     10.46,   1242.03,     0.38051,          2.091
      5,      38.5,      9.99,   1300.30,     0.41822,          1.998
      5,      38.5,      9.53,   1362.57,     0.32175,          1.906
      5,      38.5,      9.85,   1318.76,     0.41822,          1.970
      5,      38.5,     10.52,   1234.20,     0.46365,          2.105
      5,      38.5,     10.30,   1261.58,     0.50710,          2.059
      5,      38.5,     10.30,   1261.58,     0.50710,          2.059
      5,      38.5,     10.30,   1261.58,     0.50710,          2.059
      5,      38.5,      9.73,   1334.31,     0.41822,          1.947
      5,      38.5,     10.30,   1261.58,     0.50710,          2.059
      5,      38.5,     10.30,   1261.58,     0.50710,          2.059
      5,      38.5,     10.30,   1261.58,     0.50710,          2.059
      5,      38.5,     10.30,   1261.58,     0.50710,          2.059
      5,      38.5,     10.21,   1272.07,     0.58800,          2.042
      5,      38.5,     10.82,   1200.78,     0.58800,          2.163
      5,      38.5,     10.41,   1247.88,     0.64350,          2.082
      5,      38.5,     10.36,   1253.49,     0.64350,          2.072
      5,      38.5,     10.36,   1253.51,     0.58800,          2.072
      5,      38.5,      9.96,   1303.75,     0.64350,          1.992
      5,      38.5,     10.32,   1259.20,     0.64350,          2.063
      5,      38.5,     10.32,   1259.17,     0.64350,          2.063
      5,      38.5,     10.29,   1262.23,     0.71883,          2.058
      5,      38.5,     10.36,   1253.51,     0.92730,          2.072
      5,      38.5,     10.32,   1259.17,     0.92730,          2.063
      5,      38.5,     10.36,   1253.51,     0.98279,          2.072
      5,      38.5,     10.32,   1259.17,     0.92730,          2.063
      5,      38.5,     10.00,   1298.85,     0.92730,          2.000
      5,      38.5,     10.36,   1253.51,     0.98279,          2.072
      5,      38.5,     10.00,   1298.85,     0.92730,          2.000
      5,      38.5,     10.00,   1298.85,     0.92730,          2.000
      5,      38.5,     10.00,   1298.85,     0.92730,          2.000
      5,      38.5,     10.00,   1298.85,     0.92730,          2.000
      5,      38.5,     10.36,   1253.51,     0.92730,          2.072
      5,      38.5,      9.72,   1335.63,     0.92730,          1.945
      5,      38.5,      9.79,   1326.57,     0.92730,          1.958
      5,      38.5,     10.06,   1290.76,     1.01220,          2.013
      5,      38.5,     10.48,   1239.09,     0.98279,          2.096
      5,      38.5,      9.86,   1316.68,     1.01220,          1.973
      5,      38.5,     10.41,   1247.92,     0.92730,          2.082
      5,      38.5,     10.42,   1246.04,     0.98279,          2.085
      5,      38.5,      9.86,   1316.72,     1.06370,          1.973
      5,      38.5,      9.86,   1316.83,     1.06370,          1.973
      5,      38.5,      9.86,   1316.91,     1.01220,          1.973
      5,      38.5,     10.30,   1261.88,     1.06370,          2.059
      5,      38.5,     10.30,   1261.88,     1.06370,          2.059
      5,      38.5,     10.30,   1261.88,     1.06370,          2.059
      5,      38.5,     10.41,   1248.39,     1.15257,          2.081
      5,      38.5,      9.73,   1334.41,     1.15257,          1.947
      5,      38.5,     10.19,   1275.25,     1.19029,          2.037
      5,      38.5,      9.73,   1334.41,     1.15257,          1.947
      5,      38.5,     10.14,   1281.46,     1.27934,          2.027
      5,      38.5,     10.46,   1242.14,     1.15257,          2.091
      5,      38.5,     10.19,   1274.63,     1.15257,          2.038
      5,      38.5,     10.14,   1281.46,     1.19029,          2.027
      5,      38.5,      9.85,   1318.90,     1.15257,          1.970
      5,      38.5,      9.99,   1300.43,     1.19029,          1.998
      5,      38.5,     10.28,   1263.10,     1.19029,          2.057
      5,      38.5,      9.49,   1369.38,     1.24905,          1.897
      5,      38.5,     10.28,   1263.26,     1.27934,          2.057
      5,      38.5,     10.61,   1225.04,     1.19029,          2.121
      5,      38.5,     10.44,   1244.40,     1.27934,          2.088
      5,      38.5,     10.44,   1244.40,     1.27934,          2.088
      5,      38.5,     10.32,   1258.89,     1.39094,          2.064
      5,      38.5,      9.63,   1349.11,     1.46014,          1.926
      5,      38.5,     10.50,   1236.92,     1.37340,          2.101
      5,      38.5,     10.20,   1274.06,     1.37340,          2.040
      5,      38.5,      9.92,   1310.24,     1.35213,          1.983
      5,      38.5,     10.20,   1274.16,     1.37340,          2.040
      5,      38.5,     10.50,   1237.03,     1.27934,          2.101
      5,      38.5,      9.42,   1378.94,     1.35213,          1.885
      5,      38.5,     10.20,   1274.16,     1.37340,          2.040
      5,      38.5,     10.50,   1237.03,     1.37340,          2.101
      5,      38.5,     10.20,   1274.16,     1.37340,          2.040
      5,      38.5,     10.14,   1281.08,     1.27934,          2.028
      5,      38.5,     10.44,   1244.32,     1.27934,          2.088
      5,      38.5,     10.44,   1244.32,     1.27934,          2.088
      5,      38.5,      9.96,   1303.85,     1.27934,          1.993
      5,      38.5,     10.14,   1280.92,     1.24905,          2.028
      5,      38.5,      9.99,   1300.92,     1.19029,          1.997
      5,      38.5,     10.28,   1263.04,     1.27934,          2.057
      5,      38.5,     10.28,   1262.99,     1.24905,          2.057
      5,      38.5,      9.49,   1369.14,     1.24905,          1.897
      5,      38.5,     10.28,   1262.95,     1.27934,          2.057
      5,      38.5,     10.28,   1262.91,     1.27934,          2.057
      5,      38.5,     10.28,   1262.91,     1.19029,          2.057
      5,      38.5,     10.14,   1281.33,     1.15257,          2.027
      5,      38.5,     10.28,   1262.91,     1.19029,          2.057
      5,      38.5,     10.46,   1242.01,     1.19029,          2.091
      5,      38.5,     10.52,   1234.18,     1.15257,          2.105
      5,      38.5,      9.73,   1334.26,     1.15257,          1.947
      5,      38.5,     10.30,   1261.54,     1.06370,          2.059
      5,      38.5,     10.30,   1261.55,     1.06370,          2.059
      5,      38.5,     10.30,   1261.58,     1.06370,          2.059
      5,      38.5,     10.48,   1239.21,     0.98279,          2.096
      5,      38.5,     10.15,   1280.05,     0.92730,          2.030
      5,      38.5,     10.36,   1253.62,     0.85197,          2.072
      5,      38.5,     10.63,   1221.97,     0.85197,          2.126
      5,      38.5,     10.32,   1258.19,     0.98279,          2.065
      5,      38.5,     10.32,   1259.29,     0.85197,          2.063
      5,      38.5,     10.63,   1221.97,     0.85197,          2.126
      5,      38.5,     10.62,   1223.32,     0.78540,          2.124
      5,      38.5,      9.90,   1312.16,     0.78540,          1.980
      5,      38.5,     10.26,   1265.46,     0.85197,          2.053
      5,      38.5,     10.32,   1259.42,     0.64350,          2.063
      5,      38.5,     10.67,   1218.04,     0.71883,          2.133
      5,      38.5,      9.66,   1344.36,     0.70863,          1.933
      5,      38.5,     10.06,   1291.01,     0.64350,          2.013
      5,      38.5,     10.48,   1239.34,     0.50710,          2.096
      5,      38.5,      9.46,   1373.27,     0.46365,          1.892
      5,      38.5,     10.56,   1229.91,     0.50710,          2.113
      5,      38.5,     10.48,   1239.62,     0.50710,          2.096
      5,      38.5,     10.30,   1262.62,     0.50710,          2.059
      5,      38.5,     10.30,   1262.78,     0.50710,          2.059
      5,      38.5,     10.43,   1246.93,     0.38051,          2.086
      5,      38.5,     10.52,   1235.75,     0.38051,          2.105
      5,      38.5,     10.19,   1275.92,     0.50710,          2.038
      5,      38.5,     10.64,   1221.07,     0.41822,          2.128
      5,      38.5,     10.46,   1242.67,     0.38051,          2.091
      5,      38.5,     10.14,   1282.01,     0.41822,          2.027
      5,      38.5,      9.67,   1344.44,     0.32175,          1.934
      5,      38.5,     10.61,   1225.90,     0.38051,          2.121
      5,      38.5,     10.14,   1282.76,     0.38051,          2.027
      5,      38.5,     10.61,   1226.07,     0.38051,          2.121
      5,      38.5,     10.61,   1225.75,     0.29146,          2.121
      5,      38.5,     10.44,   1244.84,     0.29146,          2.088
      5,      38.5,     10.44,   1244.59,     0.29146,          2.088
      5,      38.5,     10.14,   1281.17,     0.29146,          2.028
      5,      38.5,     10.44,   1244.40,     0.29146,          2.088
      5,      38.5,     10.44,   1244.49,     0.29146,          2.088
      5,      38.5,     10.32,   1259.20,     0.19740,          2.064
      5,      38.5,     10.62,   1224.04,     0.19740,          2.124
      5,      38.5,     10.20,   1274.86,     0.19740,          2.040
      5,      38.5,      9.71,   1339.48,     0.19740,          1.942
      5,      38.5,      9.71,   1339.68,     0.19740,          1.942
      5,      38.5,     10.20,   1275.62,     0.19740,          2.040
      5,      38.5,     10.41,   1250.27,     0.17985,          2.081
      5,      38.5,     10.41,   1250.06,     0.19740,          2.081
      5,      38.5,      9.63,   1351.00,     0.09967,          1.926
      5,      38.5,     10.41,   1250.27,     0.19740,          2.081
      5,      38.5,      9.92,   1312.08,     0.09967,          1.983
      5,      38.5,     10.34,   1259.30,     0.09066,          2.067
      5,      38.5,     10.05,   1295.12,     0.09967,          2.010
      5,      38.5,     10.05,   1295.12,     0.09967,          2.010
      5,      38.5,     10.05,   1295.12,     0.09967,          2.010
      5,      38.5,     10.05,   1295.12,     0.09967,          2.010
      5,      38.5,     10.34,   1259.30,     0.09967,          2.067
      5,      38.5,     10.34,   1259.55,     0.09066,          2.067
      5,      38.5,     10.34,   1259.55,     0.09967,          2.067
      5,      38.5,     10.34,   1259.80,     0.09967,          2.067
      5,      38.5,     10.12,   1286.16,     0.09967,          2.025
      5,      38.5,     10.34,   1259.80,     0.09967,          2.067
      5,      38.5,     10.05,   1295.65,     0.09967,          2.010
      5,      38.5,     10.55,   1234.50,     0.09066,          2.110
      5,      38.5,     10.05,   1295.92,     0.09967,          2.010
      5,      38.5,     10.29,   1267.16,     0.09066,          2.058
      5,      38.5,      9.79,   1332.81,     0.09967,          1.958
      5,      38.5,     10.02,   1301.41,     0.09967,          2.005
      5,      38.5,      9.53,   1370.73,     0.11066,          1.905
      5,      38.5,      9.53,   1371.58,     0.09967,          1.905
      5,      38.5,      9.53,   1372.03,     0.00000,          1.905
      5,      38.5,      9.76,   1338.84,     0.00000,          1.952
      5,      38.5,     10.50,   1244.80,     0.00000,          2.100
      5,      38.5,     10.00,   1307.04,     0.00000,          2.000
      5,      38.5,     10.00,   1307.47,     0.00000,          2.000
      5,      38.5,     10.50,   1245.64,     0.00000,          2.100
      5,      38.5,      9.76,   1339.75,    -0.09967,          1.952
      5,      38.5,     10.26,   1272.79,     0.00000,          2.052
      5,      38.5,      9.76,   1337.17,     0.00000,          1.952
      5,      38.5,     10.50,   1242.88,     0.00000,          2.100
      5,      38.5,     10.00,   1304.65,     0.00000,          2.000
      5,      38.5,     10.29,   1268.34,     0.09066,          2.057
      5,      38.5,      9.79,   1332.81,     0.09967,          1.958
      5,      38.5,     10.03,   1301.02,     0.09066,          2.005
      5,      38.5,      9.84,   1323.24,     0.11066,          1.968
      5,      38.5,      9.84,   1323.24,     0.11066,          1.968
      5,      38.5,      9.71,   1340.62,     0.21867,          1.942
      5,      38.5,     10.20,   1275.62,     0.19740,          2.040
      5,      38.5,     10.20,   1275.41,     0.19740,          2.040
      5,      38.5,     10.20,   1275.22,     0.19740,          2.040
      5,      38.5,      9.71,   1339.29,     0.19740,          1.942
      5,      38.5,     10.14,   1282.16,     0.29146,          2.028
      5,      38.5,      9.99,   1301.41,     0.41822,          1.998
      5,      38.5,      9.99,   1301.41,     0.41822,          1.998
      5,      38.5,      9.63,   1349.01,     0.46365,          1.926
      5,      38.5,      9.73,   1334.55,     0.41822,          1.947
      5,      38.5,      9.86,   1316.72,     0.50710,          1.973
      5,      38.5,      9.37,   1386.66,     0.55860,          1.874
      5,      38.5,      9.37,   1386.66,     0.55860,          1.874
      5,      38.5,     10.06,   1290.88,     0.55860,          2.013
      5,      38.5,      9.91,   1310.43,     0.78540,          1.982
      5,      38.5,      9.94,   1307.11,     0.85197,          1.987
      5,      38.5,     10.00,   1298.88,     0.92730,          2.000
      5,      38.5,     10.00,   1298.88,     0.92730,          2.000
      5,      38.5,      9.86,   1316.83,     1.06370,          1.973
      5,      38.5,      9.29,   1397.81,     1.01220,          1.859
      5,      38.5,      9.73,   1334.41,     1.06370,          1.947
      5,      38.5,      9.85,   1319.13,     1.15257,          1.970
      5,      38.5,     10.28,   1263.26,     1.24905,          2.057
      5,      38.5,      9.96,   1303.94,     1.24905,          1.993
      5,      38.5,      9.96,   1303.94,     1.24905,          1.993
      5,      38.5,      9.71,   1338.63,     1.35213,          1.942
      5,      38.5,     10.20,   1274.41,     1.37340,          2.040
      5,      38.5,     10.20,   1274.41,     1.37340,          2.040
      5,      38.5,      9.92,   1310.61,     1.35213,          1.983
      5,      38.5,     10.20,   1274.28,     1.37340,          2.040
      5,      38.5,     10.05,   1293.07,     1.47113,          2.010
      5,      38.5,      9.84,   1320.87,     1.47113,          1.968
      5,      38.5,      9.63,   1349.34,     1.46014,          1.926
      5,      38.5,      9.84,   1320.20,     1.37340,          1.968
      5,      38.5,      9.99,   1301.75,     1.19029,          1.998
      5,      38.5,      9.73,   1335.41,     1.06370,          1.947
      5,      38.5,     10.21,   1272.73,     1.01220,          2.042
      5,      38.5,      9.86,   1317.09,     1.01220,          1.973
      5,      38.5,     10.00,   1299.40,     0.92730,          2.000
      5,      38.5,     10.00,   1299.29,     0.92730,          2.000
      5,      38.5,      9.94,   1307.16,     0.86217,          1.987
      5,      38.5,      9.58,   1355.26,     0.92730,          1.917
      5,      38.5,      9.22,   1408.80,     0.70863,          1.844
      5,      38.5,      9.57,   1357.06,     0.78540,          1.914
      5,      38.5,      9.66,   1344.22,     0.64350,          1.933
      5,      38.5,     10.00,   1298.88,     0.64350,          2.000
      5,      38.5,      9.37,   1386.57,     0.64350,          1.874
      5,      38.5,      9.63,   1348.73,     0.50710,          1.926
      5,      38.5,      9.29,   1397.72,     0.46365,          1.859
      5,      38.5,     10.19,   1274.58,     0.41822,          2.038
      5,      38.5,      9.73,   1334.41,     0.41822,          1.947
      5,      38.5,      9.85,   1318.90,     0.41822,          1.970
      5,      38.5,      9.85,   1319.04,     0.41822,          1.970
      5,      38.5,      9.99,   1300.57,     0.41822,          1.998
      5,      38.5,      9.99,   1300.57,     0.41822,          1.998
      5,      38.5,      9.99,   1300.57,     0.41822,          1.998
      5,      38.5,     10.14,   1281.53,     0.41822,          2.027
      5,      38.5,     10.14,   1280.92,     0.32175,          2.028
      5,      38.5,     10.14,   1280.72,     0.29146,          2.028
      5,      38.5,     10.01,   1297.02,     0.29146,          2.003
      5,      38.5,     10.01,   1297.02,     0.29146,          2.003
      5,      38.5,     10.01,   1297.02,     0.29146,          2.003
      5,      38.5,      9.71,   1337.88,     0.19740,          1.942
      5,      38.5,      9.92,   1309.78,     0.21867,          1.983
      5,      38.5,      9.58,   1356.17,     0.19740,          1.915
      5,      38.5,      9.79,   1326.86,     0.09967,          1.958
      5,      38.5,      9.29,   1398.09,     0.11066,          1.858
      5,      38.5,      9.53,   1363.41,     0.09967,          1.905
      5,      38.5,      9.76,   1330.90,     0.00000,          1.952
      5,      38.5,      9.76,   1330.90,     0.00000,          1.952
      5,      38.5,      9.76,   1331.27,     0.09967,          1.952
      5,      38.5,      9.00,   1444.21,     0.00000,          1.800
      5,      38.5,      9.76,   1331.41,     0.09967,          1.952
      5,      38.5,      9.76,   1331.41,     0.09967,          1.952
      5,      38.5,      9.76,   1331.41,     0.09967,          1.952
      5,      38.5,      9.76,   1331.41,     0.09967,          1.952
      5,      38.5,      9.76,   1331.41,     0.09967,          1.952
      5,      38.5,      9.76,   1331.41,     0.09967,          1.952
      5,      38.5,      9.76,   1331.41,     0.09967,          1.952
      5,      38.5,      9.76,   1331.41,     0.09967,          1.952
      5,      38.5,      9.76,   1331.41,     0.09967,          1.952
      5,      38.5,      9.26,   1403.24,    -0.11066,          1.853
      5,      38.5,      9.26,   1403.24,    -0.11066,          1.853
      5,      38.5,      9.26,   1403.24,    -0.11066,          1.853
      5,      38.5,      9.53,   1364.38,    -0.11066,          1.906
      5,      38.5,      9.53,   1364.38,    -0.11066,          1.906
      5,      38.5,      9.53,   1364.38,    -0.11066,          1.906
      5,      38.5,     10.00,   1299.94,     0.00000,          2.000
      5,      38.5,     10.00,   1299.94,     0.00000,          2.000
      5,      38.5,     10.00,   1299.94,     0.00000,          2.000
      5,      38.5,     10.00,   1302.11,     0.00000,          2.000
      5,      38.5,      9.76,   1333.79,     0.00000,          1.952
      5,      38.5,      9.50,   1369.83,     0.00000,          1.900
      5,      38.5,      9.76,   1333.00,     0.00000,          1.952
      5,      38.5,      9.76,   1333.25,     0.00000,          1.952
      5,      38.5,      9.76,   1333.51,     0.00000,          1.952
      5,      38.5,      9.76,   1333.51,     0.00000,          1.952
      5,      38.5,      9.76,   1333.51,     0.00000,          1.952
      5,      38.5,     10.00,   1301.84,     0.00000,          2.000
      5,      38.5,      9.76,   1333.51,     0.00000,          1.952
      5,      38.5,      9.76,   1333.00,     0.00000,          1.952
      5,      38.5,      9.84,   1322.26,     0.19740,          1.968
      5,      38.5,     10.20,   1275.41,     0.19740,          2.040
      5,      38.5,      9.92,   1311.64,     0.19740,          1.983
      5,      38.5,      9.71,   1340.37,     0.19740,          1.942
      5,      38.5,      9.14,   1424.53,     0.11066,          1.828
      5,      38.5,      9.84,   1325.00,     0.32175,          1.967
      5,      38.5,      9.66,   1349.06,     0.32175,          1.932
      5,      38.5,      9.35,   1393.08,     0.32175,          1.871
      5,      38.5,      9.53,   1367.10,     0.21867,          1.906
      5,      38.5,      9.67,   1347.13,     0.41822,          1.934
      5,      38.5,      9.85,   1322.09,     0.41822,          1.970
      5,      38.5,      9.29,   1400.37,     0.46365,          1.859
      5,      38.5,      9.63,   1353.27,     0.46365,          1.926
      5,      38.5,      9.43,   1379.68,     0.55860,          1.887
      5,      38.5,     10.00,   1300.88,     0.64350,          2.000
      5,      38.5,      9.56,   1359.27,     0.78540,          1.912
      5,      38.5,      8.85,   1467.72,     0.86217,          1.770
      5,      38.5,      9.66,   1344.78,     0.92730,          1.933
      5,      38.5,      9.31,   1395.23,     0.86217,          1.863
      5,      38.5,      9.02,   1440.87,     0.95055,          1.804
      5,      38.5,      9.72,   1336.10,     1.06370,          1.945
      5,      38.5,      9.37,   1387.25,     1.01220,          1.874
      5,      38.5,      9.09,   1429.71,     1.05165,          1.817
      5,      38.5,      8.94,   1452.19,     1.10715,          1.789
      5,      38.5,      9.73,   1334.31,     1.10715,          1.947
      5,      38.5,      9.73,   1334.31,     1.10715,          1.947
      5,      38.5,      8.94,   1452.14,     1.10715,          1.789
      5,      38.5,      9.53,   1362.57,     1.24905,          1.906
      5,      38.5,      9.53,   1362.57,     1.24905,          1.906
      5,      38.5,      9.49,   1369.18,     1.24905,          1.897
      5,      38.5,      8.87,   1463.84,     1.35213,          1.775
      5,      38.5,      8.87,   1463.77,     1.32582,          1.775
      5,      38.5,      9.63,   1348.92,     1.46014,          1.926
      5,      38.5,      9.42,   1378.63,     1.46014,          1.885
      5,      38.5,      9.92,   1310.06,     1.47113,          1.983
      5,      38.5,      9.92,   1310.06,     1.47113,          1.983
      5,      38.5,      9.35,   1390.24,     1.35213,          1.869
      5,      38.5,      9.63,   1349.01,     1.35213,          1.926
      5,      38.5,      9.63,   1349.01,     1.35213,          1.926
      5,      38.5,      9.73,   1334.76,     1.35213,          1.946
      5,      38.5,      9.53,   1363.66,     1.37340,          1.905
      5,      38.5,      9.84,   1320.60,     1.35213,          1.967
      5,      38.5,      9.22,   1408.83,     1.35213,          1.844
      5,      38.5,      9.49,   1369.14,     1.24905,          1.897
      5,      38.5,      9.34,   1390.39,     1.24905,          1.868
      5,      38.5,      9.34,   1390.39,     1.24905,          1.868
      5,      38.5,      9.49,   1369.11,     1.24905,          1.897
      5,      38.5,      9.53,   1362.62,     1.10715,          1.906
      5,      38.5,      9.53,   1362.66,     1.24905,          1.906
      5,      38.5,      9.53,   1363.37,     1.06370,          1.905
      5,      38.5,      9.63,   1348.68,     1.06370,          1.926
      5,      38.5,      9.29,   1397.69,     1.10715,          1.859
      5,      38.5,      9.37,   1386.73,     1.01220,          1.874
      5,      38.5,      9.02,   1440.39,     0.95055,          1.804
      5,      38.5,      9.90,   1312.06,     0.78540,          1.980
      5,      38.5,      9.22,   1408.83,     0.70863,          1.844
      5,      38.5,      9.31,   1394.55,     0.62025,          1.863
      5,      38.5,     10.00,   1298.85,     0.64350,          2.000
      5,      38.5,      9.37,   1386.51,     0.64350,          1.874
      5,      38.5,      9.43,   1376.75,     0.55860,          1.887
      5,      38.5,      9.43,   1376.75,     0.55860,          1.887
      5,      38.5,      9.43,   1376.75,     0.55860,          1.887
      5,      38.5,      9.73,   1334.41,     0.50710,          1.947
      5,      38.5,      9.40,   1382.39,     0.46365,          1.879
      5,      38.5,      8.94,   1452.77,     0.46365,          1.789
      5,      38.5,      9.99,   1300.86,     0.32175,          1.998
      5,      38.5,      9.67,   1344.04,     0.32175,          1.934
      5,      38.5,      9.49,   1369.81,     0.32175,          1.897
      5,      38.5,      9.66,   1345.36,     0.32175,          1.932
      5,      38.5,      9.22,   1408.80,     0.21867,          1.844
      5,      38.5,      9.53,   1362.79,     0.19740,          1.906
      5,      38.5,      9.53,   1362.79,     0.21867,          1.906
      5,      38.5,      9.66,   1344.79,     0.29146,          1.932
      5,      38.5,      9.84,   1320.46,     0.19740,          1.967
      5,      38.5,      8.73,   1487.31,     0.24498,          1.747
