= RESTART: D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py
---------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Alpha [px/bit]
      5,      38.5,     12.26,   1059.74,     0.00000,          2.452
      5,      38.5,     11.76,   1104.80,     0.00000,          2.352
      5,      38.5,     12.26,   1059.73,     0.00000,          2.452
      5,      38.5,     12.04,   1078.85,     0.08314,          2.408
      5,      38.5,     12.00,   1082.53,     0.00000,          2.400
      5,      38.5,     12.00,   1082.47,     0.00000,          2.400
      5,      38.5,     11.26,   1153.47,     0.09066,          2.252
      5,      38.5,     11.00,   1180.88,     0.00000,          2.200
      5,      38.5,     11.78,   1102.45,     0.08314,          2.356
      5,      38.5,     11.52,   1127.33,     0.09066,          2.304
      5,      38.5,     11.82,   1098.59,     0.08314,          2.365
      5,      38.5,     11.28,   1151.25,     0.00000,          2.257
      5,      38.5,     11.78,   1102.60,     0.08314,          2.356
      5,      38.5,     12.10,   1073.32,     0.08314,          2.421
      5,      38.5,     12.32,   1054.38,     0.07677,          2.464
      5,      38.5,     11.78,   1102.60,     0.00000,          2.356
      5,      38.5,     11.61,   1119.01,     0.09066,          2.322
      5,      38.5,     12.17,   1067.63,     0.16515,          2.433
      5,      38.5,     11.39,   1140.03,     0.09066,          2.279
      5,      38.5,     11.97,   1085.06,     0.16515,          2.394
      5,      38.5,     11.97,   1085.07,     0.17985,          2.394
      5,      38.5,     12.08,   1075.54,     0.16515,          2.415
      5,      38.5,     11.78,   1102.72,     0.17985,          2.356
      5,      38.5,     12.08,   1075.62,     0.16515,          2.415
      5,      38.5,     11.78,   1102.72,     0.17985,          2.356
      5,      38.5,     12.20,   1064.88,     0.24498,          2.439
      5,      38.5,     11.72,   1108.28,     0.26625,          2.344
      5,      38.5,     11.87,   1094.68,     0.32175,          2.373
      5,      38.5,     11.87,   1094.68,     0.34877,          2.373
      5,      38.5,     11.87,   1094.68,     0.34877,          2.373
      5,      38.5,     11.70,   1109.66,     0.34877,          2.341
      5,      38.5,     11.70,   1109.67,     0.34877,          2.341
      5,      38.5,     11.70,   1109.68,     0.34877,          2.341
      5,      38.5,     11.87,   1094.71,     0.26625,          2.373
      5,      38.5,     11.70,   1109.70,     0.34877,          2.341
      5,      38.5,     11.70,   1109.70,     0.34877,          2.341
      5,      38.5,     12.18,   1066.67,     0.34877,          2.435
      5,      38.5,     11.89,   1092.05,     0.42663,          2.379
      5,      38.5,     11.90,   1091.82,     0.38051,          2.379
      5,      38.5,     11.89,   1092.13,     0.42663,          2.379
      5,      38.5,     12.08,   1075.03,     0.42663,          2.417
      5,      38.5,     11.70,   1109.90,     0.34877,          2.341
      5,      38.5,     11.24,   1155.98,     0.38051,          2.248
      5,      38.5,     11.89,   1092.13,     0.42663,          2.379
      5,      38.5,     11.53,   1126.90,     0.42663,          2.305
      5,      38.5,     11.97,   1085.19,     0.42663,          2.394
      5,      38.5,     11.86,   1094.86,     0.42663,          2.373
      5,      38.5,     12.20,   1064.58,     0.42663,          2.440
      5,      38.5,     11.86,   1094.86,     0.46365,          2.373
      5,      38.5,     11.86,   1094.86,     0.46365,          2.373
      5,      38.5,     12.20,   1064.58,     0.42663,          2.440
      5,      38.5,     11.86,   1094.86,     0.42663,          2.373
      5,      38.5,     11.43,   1135.92,     0.34877,          2.287
      5,      38.5,     11.97,   1085.17,     0.42663,          2.394
      5,      38.5,     11.87,   1093.98,     0.42663,          2.374
      5,      38.5,     11.43,   1136.77,     0.54042,          2.285
      5,      38.5,     11.76,   1104.59,     0.49935,          2.352
      5,      38.5,     11.77,   1103.23,     0.54042,          2.355
      5,      38.5,     11.77,   1103.23,     0.54042,          2.355
      5,      38.5,     12.10,   1073.77,     0.49935,          2.419
      5,      38.5,     12.10,   1073.77,     0.49935,          2.419
      5,      38.5,     12.20,   1064.51,     0.49935,          2.440
      5,      38.5,     12.10,   1073.77,     0.54042,          2.419
      5,      38.5,     12.10,   1073.77,     0.54042,          2.419
      5,      38.5,     12.10,   1073.77,     0.49935,          2.419
      5,      38.5,     11.59,   1120.96,     0.61073,          2.317
      5,      38.5,     11.66,   1113.73,     0.54042,          2.332
      5,      38.5,     11.59,   1120.96,     0.58800,          2.317
      5,      38.5,     11.24,   1155.61,     0.54042,          2.248
      5,      38.5,     12.02,   1081.00,     0.54042,          2.403
      5,      38.5,     12.21,   1064.04,     0.61073,          2.441
      5,      38.5,     11.93,   1088.32,     0.61073,          2.387
      5,      38.5,     11.59,   1120.98,     0.58800,          2.317
      5,      38.5,     11.66,   1113.75,     0.54042,          2.332
      5,      38.5,     11.59,   1120.98,     0.58800,          2.317
      5,      38.5,     12.21,   1064.06,     0.61073,          2.441
      5,      38.5,     11.87,   1094.30,     0.61073,          2.374
      5,      38.5,     12.21,   1064.06,     0.61073,          2.441
      5,      38.5,     12.21,   1064.06,     0.61073,          2.441
      5,      38.5,     12.28,   1057.82,     0.56673,          2.456
      5,      38.5,     11.93,   1088.32,     0.61073,          2.387
      5,      38.5,     11.82,   1099.04,     0.72664,          2.364
      5,      38.5,     12.11,   1072.16,     0.66104,          2.423
      5,      38.5,     11.82,   1099.04,     0.58800,          2.364
      5,      38.5,     11.40,   1139.14,     0.66104,          2.280
      5,      38.5,     11.76,   1104.17,     0.66104,          2.353
      5,      38.5,     11.40,   1139.14,     0.66104,          2.280
      5,      38.5,     11.73,   1107.27,     0.72664,          2.346
      5,      38.5,     11.73,   1107.27,     0.72664,          2.346
      5,      38.5,     12.04,   1078.62,     0.72664,          2.408
      5,      38.5,     11.73,   1107.19,     0.67474,          2.346
      5,      38.5,     11.73,   1107.27,     0.72664,          2.346
      5,      38.5,     12.04,   1078.62,     0.72664,          2.408
      5,      38.5,     12.03,   1079.55,     0.78540,          2.406
      5,      38.5,     12.40,   1047.12,     0.72664,          2.481
      5,      38.5,     11.35,   1144.67,     0.85197,          2.269
      5,      38.5,     12.05,   1077.75,     0.85197,          2.410
      5,      38.5,     11.72,   1108.24,     0.85197,          2.344
      5,      38.5,     11.76,   1104.25,     0.84415,          2.353
      5,      38.5,     11.87,   1094.36,     0.90975,          2.374
      5,      38.5,     11.76,   1104.25,     0.90975,          2.353
      5,      38.5,     11.80,   1100.35,     0.90975,          2.361
      5,      38.5,     11.87,   1094.30,     0.96007,          2.374
      5,      38.5,     11.76,   1104.19,     0.90975,          2.353
      5,      38.5,     11.52,   1127.29,     1.03038,          2.304
      5,      38.5,     11.80,   1100.32,     0.96007,          2.361
      5,      38.5,     11.87,   1094.29,     1.03038,          2.374
      5,      38.5,     11.87,   1094.29,     1.03038,          2.374
      5,      38.5,     11.87,   1094.29,     0.96007,          2.374
      5,      38.5,     11.87,   1094.30,     0.96007,          2.374
      5,      38.5,     11.33,   1146.42,     1.10715,          2.266
      5,      38.5,     11.76,   1104.66,     1.03038,          2.352
      5,      38.5,     12.02,   1081.07,     0.96007,          2.403
      5,      38.5,     12.04,   1079.18,     1.00407,          2.407
      5,      38.5,     11.33,   1146.46,     0.98279,          2.266
      5,      38.5,     12.22,   1062.97,     1.10715,          2.444
      5,      38.5,     12.22,   1062.97,     1.10715,          2.444
      5,      38.5,     12.20,   1064.62,     1.07145,          2.440
      5,      38.5,     11.63,   1116.75,     1.14417,          2.326
      5,      38.5,     11.53,   1126.95,     1.03038,          2.305
      5,      38.5,     11.18,   1161.89,     1.10715,          2.236
      5,      38.5,     12.20,   1064.67,     1.14417,          2.440
      5,      38.5,     12.31,   1055.26,     1.07145,          2.462
      5,      38.5,     12.08,   1075.08,     1.14417,          2.417
      5,      38.5,     12.31,   1055.21,     1.07145,          2.462
      5,      38.5,     11.63,   1116.75,     1.10715,          2.326
      5,      38.5,     11.63,   1116.75,     1.10715,          2.326
      5,      38.5,     11.97,   1085.27,     1.14417,          2.394
      5,      38.5,     12.54,   1035.78,     1.17601,          2.508
      5,      38.5,     12.22,   1063.24,     1.22203,          2.444
      5,      38.5,     11.57,   1123.18,     1.19029,          2.313
      5,      38.5,     12.08,   1075.08,     1.14417,          2.417
      5,      38.5,     11.70,   1109.78,     1.22203,          2.341
      5,      38.5,     11.70,   1109.78,     1.22203,          2.341
      5,      38.5,     11.90,   1091.90,     1.19029,          2.379
      5,      38.5,     12.54,   1035.69,     1.14417,          2.508
      5,      38.5,     12.22,   1063.14,     1.22203,          2.444
      5,      38.5,     12.22,   1063.14,     1.22203,          2.444
      5,      38.5,     12.04,   1079.25,     1.22203,          2.407
      5,      38.5,     12.04,   1079.25,     1.14417,          2.407
      5,      38.5,     11.70,   1109.74,     1.22203,          2.341
      5,      38.5,     12.03,   1079.62,     1.30454,          2.406
      5,      38.5,     11.70,   1109.67,     1.22203,          2.341
      5,      38.5,     12.04,   1079.18,     1.24905,          2.407
      5,      38.5,     11.89,   1092.02,     1.22203,          2.379
      5,      38.5,     11.72,   1108.28,     1.30454,          2.344
      5,      38.5,     10.92,   1189.25,     1.19029,          2.184
      5,      38.5,     11.90,   1091.69,     1.22203,          2.379
      5,      38.5,     11.89,   1092.03,     1.14417,          2.379
      5,      38.5,     11.76,   1104.20,     1.22203,          2.353
      5,      38.5,     11.97,   1085.15,     1.10715,          2.394
      5,      38.5,     11.76,   1104.19,     1.10715,          2.353
      5,      38.5,     11.30,   1149.07,     1.10715,          2.261
      5,      38.5,     11.18,   1161.75,     1.10715,          2.236
      5,      38.5,     11.63,   1116.65,     1.10715,          2.326
      5,      38.5,     12.02,   1081.07,     1.03038,          2.403
      5,      38.5,     11.76,   1104.70,     1.10715,          2.352
      5,      38.5,     12.21,   1064.21,     0.96007,          2.441
      5,      38.5,     11.24,   1155.79,     0.98279,          2.248
      5,      38.5,     11.87,   1094.52,     0.96007,          2.374
      5,      38.5,     11.17,   1162.83,     1.03038,          2.234
      5,      38.5,     11.80,   1100.49,     0.96007,          2.361
      5,      38.5,     12.16,   1068.70,     0.89606,          2.431
      5,      38.5,     11.73,   1107.51,     0.84415,          2.346
      5,      38.5,     12.09,   1074.36,     0.89606,          2.419
      5,      38.5,     12.04,   1079.00,     0.84415,          2.408
      5,      38.5,     11.68,   1112.72,     0.78540,          2.336
      5,      38.5,     12.04,   1079.30,     0.72664,          2.408
      5,      38.5,     12.04,   1079.19,     0.72664,          2.408
      5,      38.5,     12.11,   1072.73,     0.61073,          2.423
      5,      38.5,     12.11,   1072.73,     0.61073,          2.423
      5,      38.5,     12.07,   1076.40,     0.67474,          2.415
      5,      38.5,     11.76,   1104.87,     0.66104,          2.353
      5,      38.5,     11.52,   1128.12,     0.66104,          2.304
      5,      38.5,     11.80,   1101.13,     0.66104,          2.361
      5,      38.5,     11.80,   1101.13,     0.61073,          2.361
      5,      38.5,     11.52,   1128.12,     0.58800,          2.304
      5,      38.5,     11.59,   1121.79,     0.54042,          2.317
      5,      38.5,     12.02,   1081.80,     0.54042,          2.403
      5,      38.5,     12.02,   1081.80,     0.54042,          2.403
