D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py,,,,,,
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Angle [deg], Alpha [px/bit]
5,30,10.33,980.4,1.15257,66.038,2.066
5,30,10.14,999.07,1.24905,71.565,2.027
5,30,10.44,970,1.27934,73.301,2.088
5,30,9.99,1014.11,1.15257,66.038,1.997
5,30,9.99,1014.02,1.21203,69.444,1.998
5,30,9.49,1067.73,1.24905,71.565,1.897
5,30,9.96,1016.65,1.24905,71.565,1.993
5,30,9.96,1016.65,1.24905,71.565,1.993
5,30,9.53,1062.79,1.24905,71.565,1.906
5,30,9.83,1030.6,1.27934,73.301,1.966
5,30,9.35,1083.13,1.24905,71.565,1.871
5,30,9.92,1021.61,1.35213,77.471,1.983
5,30,10.32,981.74,1.3734,78.69,2.064
5,30,9.84,1029.72,1.46014,83.66,1.968
5,30,10.12,1000.67,1.47113,84.289,2.025
5,30,9.92,1021.75,1.47113,84.289,1.983
5,30,9.92,1021.75,1.47113,84.289,1.983
5,30,9.92,1021.75,1.47113,84.289,1.983
5,30,9.92,1021.75,1.47113,84.289,1.983
5,30,9.84,1029.86,1.47113,84.289,1.968
5,30,9.55,1060.66,1.47113,84.289,1.911
5,30,10.05,1008.18,1.47113,84.289,2.01
5,30,10.29,985.01,1.47113,84.289,2.057
5,30,9.55,1060.66,1.47113,84.289,1.911
5,30,10.02,1010.69,1.5708,90,2.005
5,30,10.02,1010.69,1.5708,90,2.005
5,30,9.76,1037.86,1.5708,90,1.952
5,30,9.76,1037.86,1.5708,90,1.952
5,30,9.58,1057.65,1.5708,90,1.916
5,30,9.79,1035.07,1.5708,90,1.958
5,30,10.05,1007.92,1.47113,84.289,2.01
5,30,9.84,1029.59,1.3734,78.69,1.968
5,30,9.35,1083.93,1.46014,83.66,1.869
5,30,9.63,1051.66,1.35213,77.471,1.926
5,30,9.71,1043.09,1.35213,77.471,1.942
5,30,10.2,992.94,1.3734,78.69,2.04
5,30,10.01,1011.1,1.27934,73.301,2.003
5,30,9.84,1028.72,1.24905,71.565,1.968
5,30,9.66,1048.33,1.24905,71.565,1.932
5,30,10.28,984.51,1.24905,71.565,2.057
5,30,9.49,1067.38,1.24905,71.565,1.897
5,30,9.66,1048.33,1.24905,71.565,1.932
5,30,9.35,1082.3,1.32582,75.964,1.871
5,30,9.85,1027.89,1.15257,66.038,1.97
5,30,9.96,1015.99,1.27934,73.301,1.993
5,30,9.82,1031.29,1.24905,71.565,1.963
5,30,9.85,1027.77,1.15257,66.038,1.97
5,30,9.73,1039.8,1.0637,60.945,1.947
5,30,9.87,1025.03,1.0637,60.945,1.975
5,30,9.62,1052.13,1.10715,63.435,1.924
5,30,10.14,998.44,1.0637,60.945,2.027
5,30,9.79,1033.69,0.9273,53.13,1.958
5,30,9.79,1033.69,0.9273,53.13,1.958
5,30,9.94,1018.68,0.7854,45,1.987
5,30,9.72,1040.86,0.6435,36.87,1.945
5,30,9.43,1073.17,0.5586,32.005,1.887
5,30,9.63,1050.92,0.46365,26.565,1.926
5,30,9.63,1050.9,0.46365,26.565,1.926
5,30,9.07,1115.81,0.46365,26.565,1.814
5,30,9.53,1061.74,0.46365,26.565,1.906
5,30,9.4,1077.45,0.46365,26.565,1.879
5,30,9.42,1075.44,0.46365,26.565,1.884
5,30,9.53,1062.65,0.41822,23.963,1.906
5,30,9.34,1084.33,0.35877,20.556,1.868
5,30,9.67,1047.62,0.41822,23.963,1.934
5,30,10.14,999.18,0.32175,18.435,2.027
5,30,9.82,1031.84,0.32175,18.435,1.963
5,30,9.84,1028.91,0.29146,16.699,1.969
5,30,9.49,1067.73,0.32175,18.435,1.897
5,30,9.82,1031.96,0.32175,18.435,1.963
5,30,9.04,1120.14,0.21867,12.529,1.809
5,30,9.84,1029.81,0.21867,12.529,1.967
5,30,9.53,1062.79,0.21867,12.529,1.906
5,30,9.66,1048.77,0.32175,18.435,1.932
5,30,9.66,1048.65,0.29146,16.699,1.932
5,30,9.49,1067.73,0.32175,18.435,1.897
5,30,9.53,1062.79,0.32175,18.435,1.906
5,30,9.66,1048.77,0.29146,16.699,1.932
5,30,9.66,1048.77,0.32175,18.435,1.932
5,30,9.71,1043.32,0.1974,11.31,1.942
5,30,9.53,1062.17,0.1974,11.31,1.906
5,30,9.22,1098.05,0.21867,12.529,1.844
5,30,9.42,1074.26,0.1974,11.31,1.885
5,30,9.42,1074.26,0.21867,12.529,1.885
5,30,9.22,1097.92,0.21867,12.529,1.844
5,30,9.35,1083.17,0.11066,6.34,1.869
5,30,9.55,1059.64,0.09967,5.711,1.911
5,30,9.06,1117.82,0.11066,6.34,1.811
5,30,9.53,1062.44,0.09967,5.711,1.905
5,30,9.03,1121.21,0,0,1.806
5,30,9.03,1121.25,-0.11066,-6.34,1.806
5,30,9.03,1121.05,0,0,1.806
5,30,9.26,1092.5,0,0,1.853
5,30,9.76,1036.7,0,0,1.952
5,30,9.26,1092.5,-0.11066,-6.34,1.853
5,30,9.26,1092.5,0,0,1.853
5,30,9.26,1092.5,-0.11066,-6.34,1.853
5,30,9.26,1092.51,-0.11066,-6.34,1.853
5,30,9.76,1036.71,0,0,1.952
5,30,9.03,1121.08,0.11066,6.34,1.806
5,30,9.5,1065.36,0,0,1.9
5,30,9.26,1092.57,-0.11066,-6.34,1.853
5,30,9.03,1121.25,-0.11066,-6.34,1.806
5,30,9,1124.7,0,0,1.8
5,30,9,1124.7,0,0,1.8
5,30,9.26,1092.62,-0.11066,-6.34,1.853
5,30,8.88,1144.25,0.35877,20.556,1.776
5,30,9.02,1127.03,0.35877,20.556,1.803
5,30,8.88,1144.25,0.35877,20.556,1.776
5,30,8.88,1144.25,0.35877,20.556,1.776
5,30,9.49,1071.31,0.32175,18.435,1.897
5,30,9.02,1127.33,0.32175,18.435,1.803
5,30,8.88,1144.55,0.46365,26.565,1.776
5,30,8.54,1189.53,0.35877,20.556,1.709
5,30,8.88,1144.25,0.35877,20.556,1.776
5,30,8.94,1135.15,0.46365,26.565,1.789
5,30,8.94,1135.42,0.46365,26.565,1.789
5,30,9.02,1125.59,0.62025,35.538,1.804
5,30,8.56,1187.83,0.70863,40.601,1.712
5,30,9.22,1102.67,0.70863,40.601,1.844
5,30,8.49,1196.01,0.7854,45,1.697
5,30,8.88,1142.63,0.86217,49.399,1.776
5,30,8.96,1131.59,0.86217,49.399,1.793
5,30,9.1,1114.53,0.95055,54.462,1.821
5,30,9.02,1124.87,0.95055,54.462,1.804
5,30,8.68,1168.88,0.95055,54.462,1.735
5,30,9.1,1113.87,0.95055,54.462,1.821
5,30,8.85,1145.89,1.0122,57.995,1.769
5,30,8.5,1192.1,1.10715,63.435,1.701
5,30,8.5,1192.1,1.10715,63.435,1.701
5,30,9.43,1074.49,1.0122,57.995,1.887
5,30,9.1,1113.48,0.95055,54.462,1.821
5,30,9.1,1113.48,1.10715,63.435,1.821
5,30,9.02,1123.86,0.95055,54.462,1.804
5,30,8.76,1156.88,1.10715,63.435,1.752
5,30,9.02,1124.43,0.95055,54.462,1.804
5,30,8.85,1143.59,0.70863,40.601,1.77
5,30,9.35,1082.08,0.32175,18.435,1.871
5,30,9.18,1102.03,0.32175,18.435,1.837
5,30,9.53,1061.95,0.21867,12.529,1.906
5,30,9.53,1061.95,0.21867,12.529,1.906
5,30,9.22,1097.79,0.21867,12.529,1.844
5,30,9.22,1097.75,0.21867,12.529,1.844
5,30,9.42,1074.03,0.21867,12.529,1.885
5,30,9.63,1050.95,0.21867,12.529,1.926
5,30,10.02,1009.56,0.09967,5.711,2.005
5,30,10.05,1007.07,0.09967,5.711,2.01
5,30,10,1012.09,0,0,2
5,30,9.76,1036.74,0,0,1.952
5,30,10,1012.94,0,0,2
5,30,9.53,1063.31,-0.09967,-5.711,1.905
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.59,0,0,1.952
5,30,9.53,1063.16,-0.11066,-6.34,1.906
5,30,9.76,1037.59,0,0,1.952
5,30,9.76,1037.86,0.09967,5.711,1.952
5,30,9.76,1037.86,0.09967,5.711,1.952
5,30,10.03,1010.55,0.09967,5.711,2.005
5,30,9.76,1037.72,0.09967,5.711,1.952
5,30,9.76,1037.72,0.09967,5.711,1.952
5,30,9.76,1037.59,0.09967,5.711,1.952
5,30,9.53,1063.31,0.09967,5.711,1.905
5,30,9.53,1063.07,0.09967,5.711,1.905
5,30,9.76,1036.99,0,0,1.952
5,30,9.84,1028.93,0.09967,5.711,1.968
5,30,9.79,1034.13,0.09967,5.711,1.958
5,30,10.05,1007.21,0.09967,5.711,2.01
5,30,9.84,1028.82,0.09967,5.711,1.968
5,30,10.05,1007.16,0.09967,5.711,2.01
5,30,9.63,1050.92,0.21867,12.529,1.926
5,30,9.06,1117.69,0.11066,6.34,1.811
5,30,9.35,1083.05,0.11066,6.34,1.869
5,30,9.35,1083.05,0.11066,6.34,1.869
5,30,9.35,1083.05,0.11066,6.34,1.869
5,30,9.35,1083.05,0.11066,6.34,1.869
5,30,9.63,1051.36,0.1974,11.31,1.925
5,30,9.71,1042.45,0.1974,11.31,1.942
5,30,9.63,1051.36,0.1974,11.31,1.925
5,30,9.42,1074.07,0.21867,12.529,1.885
5,30,9.71,1042.45,0.1974,11.31,1.942
5,30,9.63,1050.88,0.09967,5.711,1.926
5,30,9.53,1061.88,0.1974,11.31,1.906
5,30,9.71,1042.43,0.21867,12.529,1.942
5,30,9.71,1042.43,0.21867,12.529,1.942
5,30,10.01,1010.66,0.29146,16.699,2.003
5,30,10.01,1010.66,0.29146,16.699,2.003
5,30,10.01,1010.66,0.29146,16.699,2.003
5,30,10.01,1010.66,0.29146,16.699,2.003
5,30,10.01,1010.66,0.29146,16.699,2.003
5,30,10.01,1010.66,0.29146,16.699,2.003
5,30,9.53,1061.88,0.32175,18.435,1.906
5,30,9.84,1028.93,0.29146,16.699,1.967
5,30,9.84,1028.93,0.29146,16.699,1.967
5,30,9.84,1028.93,0.29146,16.699,1.967
5,30,9.84,1028.97,0.32175,18.435,1.967
5,30,9.96,1015.99,0.32175,18.435,1.993
5,30,9.96,1015.99,0.29146,16.699,1.993
5,30,10.28,984.29,0.29146,16.699,2.057
5,30,9.99,1013.76,0.1974,11.31,1.997
5,30,9.66,1048.09,0.21867,12.529,1.932
5,30,9.66,1048.09,0.21867,12.529,1.932
5,30,9.82,1031.36,0.41822,23.963,1.963
5,30,9.82,1031.44,0.32175,18.435,1.963
5,30,9.82,1031.44,0.32175,18.435,1.963
5,30,9.49,1066.99,0.32175,18.435,1.897
5,30,9.82,1031.24,0.32175,18.435,1.963
5,30,9.82,1031.24,0.32175,18.435,1.963
5,30,9.49,1066.99,0.32175,18.435,1.897
5,30,9.99,1013.37,0.41822,23.963,1.998
5,30,9.99,1013.43,0.38051,21.801,1.998
5,30,9.02,1122.84,0.32175,18.435,1.803
5,30,9.02,1122.78,0.32175,18.435,1.803
5,30,9.02,1122.78,0.32175,18.435,1.803
5,30,9.85,1027.77,0.41822,23.963,1.97
5,30,9.99,1013.33,0.41822,23.963,1.998
5,30,9.99,1013.33,0.41822,23.963,1.998
5,30,9.99,1013.33,0.41822,23.963,1.998
5,30,9.99,1013.33,0.41822,23.963,1.998
5,30,9.99,1013.33,0.41822,23.963,1.998
5,30,9.34,1083.63,0.41822,23.963,1.868
5,30,9.34,1083.63,0.41822,23.963,1.868
5,30,9.34,1083.63,0.41822,23.963,1.868
5,30,9.53,1062.21,0.46365,26.565,1.906
5,30,9.53,1062.21,0.46365,26.565,1.906
5,30,9.85,1028.05,0.41822,23.963,1.97
5,30,9.85,1028.05,0.41822,23.963,1.97
5,30,10.08,1004.92,0.5071,29.055,2.015
5,30,9.85,1028.15,0.41822,23.963,1.97
5,30,9.73,1040.34,0.41822,23.963,1.947
5,30,9.73,1040.34,0.41822,23.963,1.947
5,30,9.73,1040.34,0.5071,29.055,1.947
5,30,9.73,1040.34,0.5071,29.055,1.947
5,30,9.73,1040.34,0.5071,29.055,1.947
5,30,9.73,1040.34,0.5071,29.055,1.947
5,30,9.73,1040.34,0.5071,29.055,1.947
5,30,9.73,1040.34,0.5071,29.055,1.947
5,30,9.73,1040.34,0.5071,29.055,1.947
5,30,9.73,1040.34,0.41822,23.963,1.947
5,30,9.73,1040.46,0.41822,23.963,1.947
5,30,10.3,984.12,0.5071,29.055,2.059
5,30,9.73,1041.16,0.46365,26.565,1.947
5,30,9.63,1052.38,0.5586,32.005,1.926
5,30,9.63,1052.38,0.46365,26.565,1.926
5,30,9.63,1052.22,0.41822,23.963,1.926
5,30,9.63,1052.22,0.5071,29.055,1.926
5,30,9.97,1016.55,0.5071,29.055,1.994
5,30,9.63,1052.06,0.5586,32.005,1.926
5,30,9.53,1063.67,0.5071,29.055,1.905
5,30,9.46,1071.14,0.46365,26.565,1.892
5,30,9.79,1035,0.5586,32.005,1.958
5,30,9.79,1035,0.5586,32.005,1.958
5,30,9.55,1062.03,0.6435,36.87,1.91
5,30,9.02,1124.64,0.5586,32.005,1.804
5,30,10.21,993.51,0.5071,29.055,2.042
5,30,10.14,1000.56,0.588,33.69,2.027
5,30,9.72,1043.56,0.6435,36.87,1.943
5,30,9.72,1043.56,0.6435,36.87,1.943
5,30,10.48,967.56,0.588,33.69,2.096
5,30,10.06,1008.1,0.5586,32.005,2.013
5,30,9.79,1036.09,0.5586,32.005,1.958
5,30,9.79,1036.09,0.5586,32.005,1.958
5,30,10.14,1000.75,0.5586,32.005,2.027
5,30,10.06,1008.1,0.588,33.69,2.013
5,30,10.14,1000.75,0.5071,29.055,2.027
5,30,10.14,1000.75,0.5071,29.055,2.027
5,30,10.14,1000.75,0.5071,29.055,2.027
5,30,10.14,1000.75,0.5071,29.055,2.027
5,30,10.14,1000.75,0.5071,29.055,2.027
5,30,10.14,1000.75,0.5071,29.055,2.027
5,30,10.14,1000.75,0.5071,29.055,2.027
5,30,10.14,1000.75,0.5071,29.055,2.027
5,30,10.14,1000.75,0.5071,29.055,2.027
5,30,10.14,1000.75,0.5071,29.055,2.027
5,30,10.14,1000.75,0.5071,29.055,2.027
5,30,9.72,1043.6,0.6435,36.87,1.945
5,30,9.72,1043.6,0.6435,36.87,1.945
5,30,9.72,1043.6,0.6435,36.87,1.945
5,30,9.72,1043.16,0.5071,29.055,1.945
5,30,9.79,1035.88,0.5586,32.005,1.958
5,30,9.72,1042.76,0.6435,36.87,1.945
5,30,9.72,1042.76,0.6435,36.87,1.945
5,30,10,1014.22,0.6435,36.87,2
5,30,9.72,1042.96,0.6435,36.87,1.945
5,30,9.72,1042.96,0.6435,36.87,1.945
5,30,9.72,1042.96,0.6435,36.87,1.945
5,30,9.73,1042.79,0.5586,32.005,1.945
5,30,9.66,1049.55,0.6435,36.87,1.933
5,30,9.72,1042.96,0.5071,29.055,1.945
5,30,9.73,1043.21,0.5586,32.005,1.945
5,30,10,1014.85,0.6435,36.87,2
5,30,9.79,1036.52,0.5586,32.005,1.958
5,30,9.72,1043.83,0.62025,35.538,1.945
5,30,9.66,1050.43,0.70863,40.601,1.933
5,30,9.66,1050.43,0.5586,32.005,1.933
5,30,9.96,1018.46,0.70863,40.601,1.992
5,30,9.66,1048.66,0.5586,32.005,1.933
5,30,9.61,1054.51,0.6435,36.87,1.922
5,30,10,1013.68,0.6435,36.87,2
5,30,10.32,981.85,0.70863,40.601,2.065
5,30,9.94,1019.91,0.71883,41.186,1.987
5,30,9.94,1019.91,0.71883,41.186,1.987
5,30,9.94,1019.91,0.71883,41.186,1.987
5,30,10.29,984.66,0.6435,36.87,2.058
5,30,10.29,984.66,0.6435,36.87,2.058
5,30,10.29,984.66,0.6435,36.87,2.058
5,30,9.94,1019.6,0.6435,36.87,1.987
5,30,9.66,1048.5,0.5586,32.005,1.933
5,30,9.61,1054.35,0.70863,40.601,1.922
5,30,9.31,1087.42,0.70863,40.601,1.863
5,30,9.22,1098.33,0.70863,40.601,1.844
5,30,9.26,1093.49,0.6435,36.87,1.852
5,30,9.26,1093.49,0.6435,36.87,1.852
5,30,9.66,1047.88,0.6435,36.87,1.933
5,30,9.33,1085.7,0.70863,40.601,1.865
5,30,9.61,1053.63,0.70863,40.601,1.922
5,30,9.61,1053.63,0.70863,40.601,1.922
5,30,9.31,1086.92,0.70863,40.601,1.863
5,30,9.22,1097.92,0.70863,40.601,1.844
5,30,9.26,1093.08,0.6435,36.87,1.852
5,30,9.31,1086.79,0.5586,32.005,1.863
5,30,9.31,1086.79,0.5586,32.005,1.863
5,30,9.26,1093.08,0.6435,36.87,1.852
5,30,8.96,1129.15,0.62025,35.538,1.793
5,30,9.33,1085.3,0.5586,32.005,1.865
5,30,9.31,1086.79,0.5586,32.005,1.863
5,30,9.26,1093.08,0.6435,36.87,1.852
5,30,9.22,1097.92,0.70863,40.601,1.844
5,30,9.26,1093.08,0.6435,36.87,1.852
5,30,9.31,1086.79,0.5586,32.005,1.863
5,30,9.26,1093.08,0.6435,36.87,1.852
5,30,9.22,1097.92,0.70863,40.601,1.844
5,30,9.22,1097.92,0.70863,40.601,1.844
5,30,9.22,1097.92,0.70863,40.601,1.844
5,30,9.26,1093.08,0.6435,36.87,1.852
5,30,9.26,1093.08,0.6435,36.87,1.852
5,30,9.26,1093.08,0.6435,36.87,1.852
5,30,9.26,1093.08,0.6435,36.87,1.852
5,30,9.31,1086.79,0.5586,32.005,1.863
5,30,9.31,1086.79,0.5586,32.005,1.863
5,30,9.31,1086.79,0.5586,32.005,1.863
5,30,9.31,1086.79,0.5586,32.005,1.863
5,30,9.26,1093.08,0.6435,36.87,1.852
5,30,9.02,1122.75,0.5586,32.005,1.804
5,30,8.96,1129.81,0.5586,32.005,1.793
5,30,8.6,1176.69,0.62025,35.538,1.72
5,30,8.6,1176.56,0.62025,35.538,1.72
5,30,8.6,1176.53,0.62025,35.538,1.72
5,30,8.56,1182.54,0.62025,35.538,1.712
5,30,8.54,1189.21,0.35877,20.556,1.709
5,30,8.54,1189.86,0.35877,20.556,1.709
5,30,8.36,1219.18,0.12435,7.125,1.671
5,30,8.53,1190.36,0,0,1.706
5,30,8.5,1192.56,0,0,1.7
5,30,8,1267.31,0,0,1.6
5,30,8.5,1192.76,0,0,1.7
5,30,8,1267.31,0,0,1.6
5,30,8.03,1260.24,0,0,1.606
5,30,8.53,1186.37,0,0,1.706
5,30,8.29,1220.15,0,0,1.659
5,30,8.79,1150.96,0.12435,7.125,1.759
5,30,8.76,1154.85,0,0,1.753
5,30,8.5,1190.8,0,0,1.7
5,30,9,1124.54,0,0,1.8
5,30,9.03,1121.09,0,0,1.806
5,30,9.03,1121.12,-0.11066,-6.34,1.806
5,30,9,1124.57,0,0,1.8
5,30,9.03,1121.12,-0.11066,-6.34,1.806
5,30,9.03,1121.12,-0.11066,-6.34,1.806
5,30,9.03,1121.12,-0.11066,-6.34,1.806
5,30,8.5,1192.98,0,0,1.7
5,30,15.35,661.22,0.2783,15.945,3.071
5,30,14.92,678.3,0.21109,12.095,2.985
5,30,16.32,620.22,0.2606,14.931,3.264
5,30,15.98,633.91,0.30288,17.354,3.196
5,30,17.08,592.64,0.30288,17.354,3.417
5,30,17.08,592.68,0.28605,16.39,3.417
5,30,17.56,576.68,0.28605,16.39,3.512
5,30,17.24,587.37,0.30288,17.354,3.448
5,30,17.56,576.79,0.33929,19.44,3.512
5,30,17.88,566.49,0.30288,17.354,3.575
5,30,17.72,571.53,0.28605,16.39,3.543
5,30,18.21,556.04,0.39061,22.38,3.642
5,30,18.08,559.95,0.37089,21.251,3.616
5,30,17.74,570.55,0.39061,22.38,3.548
5,30,17.6,575.12,0.41241,23.629,3.52
5,30,17.92,564.72,0.39061,22.38,3.585
5,30,18.01,562.12,0.46365,26.565,3.601
5,30,18.34,552,0.43984,25.201,3.668
5,30,18.01,562.19,0.46365,26.565,3.601
5,30,17.44,580.67,0.46365,26.565,3.489
5,30,17.93,565.6,0.51239,29.358,3.585
5,30,18.45,549.67,0.5586,32.005,3.69
5,30,18.19,557.36,0.5586,32.005,3.639
5,30,17.34,584.62,0.57134,32.735,3.468
5,30,18.1,560.11,0.54042,30.964,3.621
5,30,18.32,553.76,0.63275,36.254,3.664
5,30,17.91,566.65,0.62025,35.538,3.582
5,30,18.16,557.98,0.70226,40.236,3.632
5,30,17.77,570.05,0.70226,40.236,3.554
5,30,18.42,549.83,0.74542,42.709,3.684
5,30,18.04,561.11,0.7854,45,3.609
5,30,18.39,550.49,0.7854,45,3.678
5,30,18.43,549.22,0.7854,45,3.686
5,30,18.13,558.37,0.90483,51.843,3.626
5,30,18.49,547.56,0.86217,49.399,3.697
5,30,18.8,538.43,0.85671,49.086,3.759
5,30,18.51,546.67,0.90483,51.843,3.703
5,30,18.55,545.48,0.89606,51.34,3.711
5,30,17.97,563.39,0.95055,54.462,3.593
5,30,18.6,544.21,0.93805,53.746,3.72
5,30,18.45,548.81,1.0122,57.995,3.69
5,30,19.15,528.83,0.99649,57.095,3.829
5,30,18.53,546.53,1.03907,59.535,3.706
5,30,18.27,554.33,1.05841,60.642,3.654
5,30,18.62,544,1.0122,57.995,3.723
5,30,18.27,554.33,1.0122,57.995,3.654
5,30,17.79,569.12,1.03038,59.036,3.558
5,30,18.57,545.27,1.05841,60.642,3.713
5,30,18.57,545.23,1.05841,60.642,3.713
5,30,18.23,555.3,1.13095,64.799,3.646
5,30,18.23,555.34,1.10715,63.435,3.646
5,30,17.67,573.05,1.13417,64.983,3.534
5,30,18.13,558.67,1.15839,66.371,3.626
5,30,18.91,535.67,1.13095,64.799,3.783
5,30,18.59,545.15,1.13095,64.799,3.718
5,30,18.21,556.54,1.15839,66.371,3.642
5,30,18.19,557.26,1.2315,70.56,3.637
5,30,18.5,547.82,1.24905,71.565,3.7
5,30,18.35,552.31,1.2315,70.56,3.671
5,30,19.14,529.61,1.31347,75.257,3.829
5,30,18.08,560.87,1.29985,74.476,3.615
5,30,18.46,549.01,1.46014,83.66,3.692
5,30,18.67,542.63,1.40565,80.538,3.735
5,30,18.89,536.48,1.41419,81.027,3.778
5,30,17.68,573.16,1.45369,83.29,3.537
5,30,17.97,563.99,1.46014,83.66,3.594
5,30,18.05,561.35,1.39612,79.992,3.61
5,30,18.54,546.48,1.41419,81.027,3.708
5,30,19.05,531.91,1.3633,78.111,3.809
5,30,18.86,537.09,1.31347,75.257,3.772
5,30,18.04,561.58,1.2315,70.56,3.607
5,30,18.83,537.86,1.24905,71.565,3.766
5,30,19.31,524.31,1.19991,68.75,3.863
5,30,19.18,528.03,1.15257,66.038,3.835
5,30,19.13,529.46,1.0839,62.103,3.825
5,30,19.01,532.86,1.0839,62.103,3.802
5,30,19.05,531.84,1.0122,57.995,3.809
5,30,19.3,524.96,1.03907,59.535,3.859
5,30,18.46,548.56,0.93805,53.746,3.692
5,30,19.66,515.06,0.9273,53.13,3.931
5,30,18.54,546.11,0.98279,56.31,3.708
5,30,19.48,519.8,0.85671,49.086,3.895
5,30,19.18,528.51,0.70863,40.601,3.835
5,30,19.85,510.68,0.71409,40.914,3.97
5,30,19.92,508.83,0.68232,39.094,3.984
5,30,19.36,523.47,0.60229,34.509,3.872
5,30,19.42,521.76,0.60229,34.509,3.883
5,30,19.05,531.84,0.4869,27.897,3.809
5,30,19.35,523.89,0.46365,26.565,3.869
5,30,20.02,506.36,0.46365,26.565,4.004
5,30,20.7,489.77,0.39852,22.834,4.139
5,30,20.31,498.95,0.37089,21.251,4.061
5,30,20.26,499.84,0.37089,21.251,4.052
5,30,18.98,533.26,0.28605,16.39,3.797
5,30,20.45,494.81,0.24498,14.036,4.091
5,30,20.32,498.11,0.25732,14.744,4.064
5,30,20.51,493.57,0.1974,11.31,4.101
5,30,20.89,484.58,0.1974,11.31,4.177
5,30,20.31,498.35,0.1974,11.31,4.062
5,30,20.89,484.57,0.18822,10.784,4.177
5,30,20.72,488.5,0.14889,8.531,4.144
5,30,20.88,484.81,0.09495,5.44,4.175
5,30,21.33,474.57,0.09495,5.44,4.265
5,30,20.29,498.74,0.04758,2.726,4.059
5,30,20.01,505.74,0,0,4.003
5,30,21.01,481.77,-0.04758,-2.726,4.202
5,30,20.77,487.69,-0.04542,-2.603,4.154
5,30,19.82,510.68,0.16515,9.462,3.964
5,30,19.72,513.41,0.21867,12.529,3.943
5,30,20.03,506.46,0.41822,23.963,4.007
5,30,20.02,507.42,0.4869,27.897,4.004
5,30,19.82,513.11,0.53172,30.466,3.964
5,30,19.78,514.99,0.63275,36.254,3.957
5,30,19.22,530.38,0.63275,36.254,3.844
5,30,20.27,503.55,0.91795,52.595,4.054
5,30,19.65,518.71,0.95613,54.782,3.931
5,30,19.36,526.11,0.9273,53.13,3.872
5,30,20.08,506.84,0.98279,56.31,4.016
5,30,20.75,490.26,0.9273,53.13,4.151
5,30,19.99,509.43,0.99649,57.095,3.997
5,30,20.33,501,0.99649,57.095,4.066
5,30,20.68,492.48,0.95613,54.782,4.136
5,30,20.16,505.27,1.03907,59.535,4.031
5,30,20.16,505.27,1.03907,59.535,4.031
5,30,20.5,496.98,1.0637,60.945,4.1
5,30,20.26,502.94,1.0637,60.945,4.051
5,30,19.97,510.74,1.19991,68.75,3.994
5,30,20.09,507.93,1.21781,69.775,4.017
5,30,21.04,484.85,1.23412,70.71,4.207
5,30,20.58,495.5,1.27934,73.301,4.115
5,30,20.75,491.04,1.32582,75.964,4.15
5,30,20.44,498.28,1.27934,73.301,4.088
5,30,20.62,493.49,1.2925,74.055,4.125
5,30,20.21,503.56,1.32582,75.964,4.041
5,30,20.51,496.2,1.3734,78.69,4.101
5,30,20.4,498.72,1.3734,78.69,4.079
5,30,20.31,500.84,1.3734,78.69,4.062
5,30,20.44,497.5,1.42191,81.469,4.088
5,30,20.44,497.5,1.4289,81.87,4.088
5,30,20.31,500.41,1.3734,78.69,4.062
5,30,20.11,505.57,1.3633,78.111,4.022
5,30,20.4,498.3,1.3734,78.69,4.079
5,30,20.02,507.43,1.3734,78.69,4.004
5,30,20.62,492.52,1.2925,74.055,4.125
5,30,20.88,486.33,1.23412,70.71,4.175
5,30,19.93,509,1.19991,68.75,3.987
5,30,20.49,495.03,1.12842,64.654,4.098
5,30,19.38,522.83,1.05841,60.642,3.877
5,30,19.99,507.04,0.99649,57.095,3.997
5,30,19.71,514.07,0.93805,53.746,3.942
5,30,19.57,517.89,0.89606,51.34,3.913
5,30,19.19,528.07,0.85671,49.086,3.838
5,30,18.43,549.54,0.90483,51.843,3.687
5,30,18.87,536.69,0.66597,38.157,3.773
5,30,18.8,538.5,0.5586,32.005,3.759
5,30,19.82,510.76,0.53172,30.466,3.964
5,30,19.7,513.91,0.41822,23.963,3.94
5,30,19.83,510.53,0.41822,23.963,3.966
5,30,19.45,520.51,0.32175,18.435,3.89
