= RESTART: D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py
24-09-24
---------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [deg], Alpha [px/bit]
      5,      38.5,     10.63,   1222.09,       48.82,          2.126
      5,      38.5,     11.73,   1107.58,       48.37,          2.346
      5,      38.5,     11.73,   1107.58,       48.37,          2.346
      5,      38.5,     11.72,   1108.37,       48.37,          2.344
      5,      38.5,     11.72,   1108.37,       48.37,          2.344
      5,      38.5,     11.46,   1134.09,       52.13,          2.291
      5,      38.5,     11.40,   1139.55,       52.13,          2.280
      5,      38.5,     11.40,   1139.55,       52.13,          2.280
      5,      38.5,     11.46,   1134.18,       55.01,          2.291
      5,      38.5,     11.80,   1100.79,       55.01,          2.361
      5,      38.5,     11.26,   1154.00,       60.95,          2.252
      5,      38.5,     10.90,   1192.36,       59.04,          2.180
      5,      38.5,     11.33,   1146.95,       63.44,          2.266
      5,      38.5,     11.36,   1144.09,       61.39,          2.271
      5,      38.5,     11.43,   1137.25,       63.44,          2.285
      5,      38.5,     11.43,   1137.37,       60.95,          2.285
      5,      38.5,     11.53,   1127.42,       63.44,          2.305
      5,      38.5,     11.18,   1162.32,       63.44,          2.236
      5,      38.5,     10.64,   1221.07,       63.44,          2.128
      5,      38.5,     10.64,   1221.07,       63.44,          2.128
      5,      38.5,     11.32,   1148.51,       63.44,          2.263
      5,      38.5,     11.63,   1117.33,       63.44,          2.326
      5,      38.5,     11.63,   1117.33,       63.44,          2.326
      5,      38.5,     11.63,   1117.33,       63.44,          2.326
      5,      38.5,     11.63,   1117.33,       63.44,          2.326
      5,      38.5,     11.32,   1148.51,       63.44,          2.263
      5,      38.5,     10.64,   1221.07,       63.44,          2.128
      5,      38.5,     11.08,   1172.89,       63.44,          2.216
      5,      38.5,     11.53,   1127.42,       63.44,          2.305
      5,      38.5,     11.43,   1137.25,       63.44,          2.285
      5,      38.5,     11.24,   1156.12,       59.04,          2.248
      5,      38.5,     10.82,   1201.29,       56.31,          2.163
      5,      38.5,     11.80,   1100.79,       55.01,          2.361
      5,      38.5,     11.37,   1142.85,       52.13,          2.274
      5,      38.5,     10.32,   1259.35,       53.13,          2.063
      5,      38.5,     10.62,   1223.27,       48.82,          2.124
      5,      38.5,     10.71,   1212.74,       36.87,          2.142
      5,      38.5,     10.76,   1207.56,       33.69,          2.152
      5,      38.5,     11.17,   1162.66,       37.88,          2.235
      5,      38.5,     11.17,   1162.66,       37.88,          2.235
      5,      38.5,     10.82,   1201.10,       33.69,          2.163
      5,      38.5,     11.33,   1146.36,       30.96,          2.266
      5,      38.5,     11.21,   1158.38,       21.80,          2.243
      5,      38.5,     11.24,   1161.02,       16.70,          2.247
      5,      38.5,     11.40,   1144.26,       15.26,          2.280
      5,      38.5,     11.29,   1155.80,       10.31,          2.258
      5,      38.5,     10.69,   1220.54,       11.31,          2.138
      5,      38.5,     11.18,   1167.25,       10.31,          2.236
      5,      38.5,     11.18,   1167.59,       10.31,          2.236
      5,      38.5,     11.18,   1167.94,       10.31,          2.236
      5,      38.5,     10.12,   1290.17,        5.19,          2.025
      5,      38.5,     11.11,   1175.39,        5.19,          2.223
      5,      38.5,     10.90,   1198.24,        5.19,          2.180
      5,      38.5,     11.28,   1157.30,        5.19,          2.257
      5,      38.5,     11.05,   1181.86,        5.19,          2.209
      5,      38.5,     11.28,   1156.96,        4.76,          2.257
      5,      38.5,     11.05,   1181.51,        5.19,          2.209
      5,      38.5,     11.28,   1156.96,        4.76,          2.257
      5,      38.5,     11.28,   1156.29,        4.76,          2.257
      5,      38.5,     10.76,   1211.70,        5.19,          2.152
      5,      38.5,     10.79,   1208.41,        5.19,          2.157
      5,      38.5,     10.57,   1232.71,        5.71,          2.114
      5,      38.5,     11.28,   1154.54,        5.19,          2.257
      5,      38.5,     10.79,   1206.39,        0.00,          2.157
      5,      38.5,     10.90,   1192.36,        5.19,          2.180
      5,      38.5,     10.62,   1223.96,        5.19,          2.124
      5,      38.5,     10.62,   1223.83,        5.19,          2.124
      5,      38.5,     10.50,   1237.03,       11.31,          2.101
      5,      38.5,     10.32,   1259.10,       11.31,          2.064
      5,      38.5,     10.62,   1223.18,       15.26,          2.124
      5,      38.5,     10.64,   1221.07,       21.80,          2.128
      5,      38.5,     10.80,   1202.74,       16.70,          2.161
      5,      38.5,     10.31,   1260.18,       21.80,          2.062
      5,      38.5,     10.86,   1196.60,       21.80,          2.171
      5,      38.5,     10.41,   1248.45,       26.57,          2.081
      5,      38.5,     10.52,   1234.32,       21.80,          2.105
      5,      38.5,     10.52,   1234.32,       21.80,          2.105
      5,      38.5,     10.52,   1234.37,       29.06,          2.105
      5,      38.5,     10.86,   1196.53,       29.06,          2.171
      5,      38.5,     10.65,   1220.15,       29.06,          2.129
      5,      38.5,     10.65,   1220.15,       29.06,          2.129
      5,      38.5,     10.30,   1261.80,       29.06,          2.059
      5,      38.5,     10.82,   1201.02,       33.69,          2.163
      5,      38.5,     10.48,   1239.42,       36.87,          2.096
      5,      38.5,     10.48,   1239.42,       33.69,          2.096
      5,      38.5,     10.82,   1201.10,       33.69,          2.163
      5,      38.5,     10.71,   1213.01,       41.19,          2.142
      5,      38.5,     10.71,   1213.12,       36.87,          2.142
      5,      38.5,     10.67,   1218.43,       41.19,          2.133
      5,      38.5,     10.67,   1218.43,       41.19,          2.133
      5,      38.5,     10.29,   1263.17,       37.88,          2.058
      5,      38.5,     10.62,   1223.84,       45.00,          2.124
      5,      38.5,     10.99,   1182.15,       48.82,          2.199
      5,      38.5,     10.99,   1182.15,       48.82,          2.199
      5,      38.5,     10.63,   1222.60,       48.82,          2.126
      5,      38.5,     10.63,   1222.60,       48.82,          2.126
      5,      38.5,     10.67,   1218.55,       48.82,          2.133
      5,      38.5,     10.36,   1254.42,       48.82,          2.072
      5,      38.5,     10.67,   1218.68,       48.82,          2.133
      5,      38.5,     10.71,   1213.38,       52.13,          2.142
      5,      38.5,     10.48,   1239.99,       56.31,          2.096
      5,      38.5,     10.56,   1230.62,       59.04,          2.113
      5,      38.5,     10.30,   1262.78,       60.95,          2.059
      5,      38.5,     10.30,   1262.78,       60.95,          2.059
      5,      38.5,     10.74,   1210.76,       63.44,          2.148
      5,      38.5,     10.74,   1210.92,       63.44,          2.148
      5,      38.5,     10.74,   1210.92,       63.44,          2.148
      5,      38.5,     10.30,   1262.95,       60.95,          2.059
      5,      38.5,     10.86,   1197.68,       60.95,          2.171
      5,      38.5,     10.41,   1249.66,       60.95,          2.081
      5,      38.5,     10.31,   1261.61,       66.04,          2.062
      5,      38.5,     10.31,   1261.61,       66.04,          2.062
      5,      38.5,     10.31,   1261.61,       66.04,          2.062
      5,      38.5,     10.74,   1211.28,       60.95,          2.148
      5,      38.5,     10.74,   1211.28,       60.95,          2.148
      5,      38.5,     10.99,   1183.84,       60.95,          2.198
      5,      38.5,     10.42,   1252.41,       58.00,          2.084
      5,      38.5,     10.64,   1220.44,       68.20,          2.128
      5,      38.5,     10.76,   1206.92,       74.75,          2.153
      5,      38.5,     10.76,   1206.78,       73.30,          2.153
      5,      38.5,     10.76,   1206.78,       73.30,          2.153
      5,      38.5,     10.77,   1205.98,       68.20,          2.154
      5,      38.5,     10.92,   1189.29,       68.20,          2.184
      5,      38.5,     10.44,   1244.07,       73.30,          2.088
      5,      38.5,     10.77,   1205.98,       68.20,          2.154
      5,      38.5,     10.77,   1205.98,       68.20,          2.154
      5,      38.5,     10.32,   1258.62,       79.70,          2.064
      5,      38.5,     10.81,   1202.18,       73.30,          2.161
      5,      38.5,     10.71,   1212.82,       78.69,          2.142
      5,      38.5,     10.69,   1215.27,       79.70,          2.138
      5,      38.5,     10.99,   1182.00,       79.70,          2.198
      5,      38.5,     10.44,   1244.19,       73.30,          2.088
      5,      38.5,     11.08,   1172.38,       68.20,          2.216
      5,      38.5,     10.28,   1262.99,       68.20,          2.057
      5,      38.5,     10.61,   1225.75,       45.00,          2.121
      5,      38.5,     10.71,   1214.61,       37.88,          2.142
      5,      38.5,     10.30,   1261.80,       29.06,          2.059
      5,      38.5,     10.07,   1289.87,       29.06,          2.014
      5,      38.5,     10.77,   1209.78,       21.80,          2.154
      5,      38.5,     10.46,   1246.28,       16.70,          2.091
      5,      38.5,     10.77,   1210.07,       21.80,          2.154
      5,      38.5,     10.28,   1266.94,       16.70,          2.057
      5,      38.5,     10.28,   1266.94,       16.70,          2.057
      5,      38.5,     10.44,   1247.74,       16.70,          2.088
      5,      38.5,     10.46,   1244.88,       18.44,          2.093
      5,      38.5,     10.20,   1273.62,       11.31,          2.040
      5,      38.5,     10.41,   1248.09,        5.71,          2.081
      5,      38.5,     10.62,   1223.20,        5.19,          2.124
      5,      38.5,     10.05,   1292.95,        5.71,          2.010
      5,      38.5,     10.29,   1263.23,        0.00,          2.057
      5,      38.5,     10.29,   1263.23,        5.71,          2.057
      5,      38.5,     10.05,   1293.07,        5.71,          2.010
      5,      38.5,     10.05,   1293.07,        5.71,          2.010
      5,      38.5,     10.55,   1232.05,        5.19,          2.110
      5,      38.5,     10.05,   1293.07,        5.71,          2.010
      5,      38.5,     11.05,   1176.53,        5.19,          2.209
      5,      38.5,     10.55,   1232.05,        5.71,          2.110
      5,      38.5,     10.79,   1204.91,        5.19,          2.157
      5,      38.5,     10.52,   1234.83,        5.71,          2.105
      5,      38.5,     10.29,   1263.23,        5.71,          2.057
      5,      38.5,     10.29,   1263.23,        5.71,          2.057
      5,      38.5,     10.29,   1263.23,        5.71,          2.057
      5,      38.5,     10.29,   1263.23,        5.71,          2.057
      5,      38.5,     10.29,   1263.23,        5.71,          2.057
      5,      38.5,     10.26,   1266.16,        5.71,          2.052
      5,      38.5,     10.26,   1266.16,        5.71,          2.052
      5,      38.5,     10.26,   1266.16,        5.71,          2.052
      5,      38.5,     10.52,   1234.59,        5.71,          2.105
      5,      38.5,     10.00,   1298.97,        0.00,          2.000
      5,      38.5,     10.50,   1237.11,        0.00,          2.100
      5,      38.5,     10.52,   1234.44,        5.19,          2.105
      5,      38.5,     10.26,   1265.75,        0.00,          2.052
      5,      38.5,     10.52,   1234.31,       -5.71,          2.105
      5,      38.5,     10.26,   1265.81,       -5.71,          2.052
      5,      38.5,     10.26,   1265.88,       -5.71,          2.052
      5,      38.5,     10.50,   1237.11,        0.00,          2.100
      5,      38.5,     10.50,   1237.11,        0.00,          2.100
      5,      38.5,      9.76,   1330.57,        0.00,          1.952
      5,      38.5,     10.50,   1237.06,        0.00,          2.100
      5,      38.5,     10.50,   1237.06,        0.00,          2.100
      5,      38.5,     10.50,   1237.06,        0.00,          2.100
      5,      38.5,     10.50,   1237.06,        0.00,          2.100
      5,      38.5,     10.50,   1237.11,        0.00,          2.100
      5,      38.5,     10.50,   1237.11,        0.00,          2.100
      5,      38.5,     10.50,   1237.11,        0.00,          2.100
      5,      38.5,      9.76,   1330.57,        0.00,          1.952
      5,      38.5,     10.79,   1204.40,        5.19,          2.157
      5,      38.5,     10.55,   1231.48,        5.19,          2.110
      5,      38.5,     10.05,   1292.43,        5.71,          2.010
      5,      38.5,     10.07,   1289.25,        6.34,          2.015
      5,      38.5,     10.05,   1292.40,        5.71,          2.010
      5,      38.5,     10.29,   1262.70,        5.19,          2.057
      5,      38.5,     10.12,   1282.90,        5.19,          2.025
      5,      38.5,     10.20,   1273.61,       11.31,          2.040
      5,      38.5,      9.71,   1337.99,       11.31,          1.942
      5,      38.5,     10.20,   1273.69,       11.31,          2.040
      5,      38.5,     10.32,   1258.59,       10.31,          2.064
      5,      38.5,     10.14,   1280.77,       11.31,          2.028
      5,      38.5,     10.14,   1280.77,       11.31,          2.028
      5,      38.5,      9.84,   1320.51,       11.31,          1.967
      5,      38.5,     10.01,   1297.10,       16.70,          2.003
      5,      38.5,     10.46,   1241.29,       21.80,          2.093
      5,      38.5,     10.14,   1280.86,       16.70,          2.028
      5,      38.5,      9.99,   1300.99,       18.44,          1.997
      5,      38.5,      9.49,   1369.30,       18.44,          1.897
      5,      38.5,     10.28,   1263.04,       21.80,          2.057
      5,      38.5,      9.49,   1369.30,       18.44,          1.897
      5,      38.5,     10.28,   1263.10,       21.80,          2.057
      5,      38.5,     10.31,   1259.51,       16.70,          2.063
      5,      38.5,     10.14,   1281.68,       21.80,          2.027
      5,      38.5,     10.14,   1282.01,       18.44,          2.027
      5,      38.5,     10.46,   1242.67,       16.70,          2.091
      5,      38.5,     10.14,   1282.13,       23.96,          2.027
      5,      38.5,      9.97,   1304.21,       29.06,          1.994
      5,      38.5,      9.97,   1304.58,       29.06,          1.994
      5,      38.5,      9.97,   1304.99,       29.06,          1.994
      5,      38.5,      9.29,   1399.65,       26.57,          1.859
      5,      38.5,      9.97,   1304.78,       32.01,          1.994
      5,      38.5,      9.97,   1304.39,       32.01,          1.994
      5,      38.5,      9.43,   1377.94,       32.01,          1.887
      5,      38.5,      9.79,   1327.71,       32.01,          1.958
      5,      38.5,      9.53,   1364.49,       32.01,          1.905
      5,      38.5,      9.63,   1349.79,       32.01,          1.926
      5,      38.5,      9.97,   1304.05,       32.01,          1.994
      5,      38.5,      9.63,   1349.79,       32.01,          1.926
      5,      38.5,      9.97,   1303.89,       29.06,          1.994
      5,      38.5,     10.21,   1273.00,       33.69,          2.042
      5,      38.5,      9.97,   1303.75,       29.06,          1.994
      5,      38.5,      9.79,   1327.15,       32.01,          1.958
      5,      38.5,      9.88,   1314.66,       29.06,          1.977
      5,      38.5,      9.88,   1314.66,       29.06,          1.977
      5,      38.5,      9.46,   1373.49,       26.57,          1.892
      5,      38.5,      9.46,   1373.49,       26.57,          1.892
      5,      38.5,     10.14,   1282.01,       32.01,          2.027
      5,      38.5,     10.00,   1299.65,       36.87,          2.000
      5,      38.5,     10.00,   1299.65,       36.87,          2.000
      5,      38.5,     10.00,   1299.65,       36.87,          2.000
      5,      38.5,     10.00,   1299.65,       36.87,          2.000
      5,      38.5,     10.00,   1299.65,       36.87,          2.000
      5,      38.5,     10.06,   1291.42,       36.87,          2.013
      5,      38.5,      9.63,   1349.22,       23.96,          1.926
      5,      38.5,     10.00,   1299.65,       36.87,          2.000
      5,      38.5,     10.41,   1248.66,       33.69,          2.082
      5,      38.5,     10.41,   1248.66,       33.69,          2.082
      5,      38.5,     10.08,   1288.95,       29.06,          2.017
      5,      38.5,      9.96,   1304.42,       41.19,          1.992
      5,      38.5,     10.29,   1262.50,       36.87,          2.058
      5,      38.5,     10.26,   1265.77,       48.82,          2.053
      5,      38.5,     10.26,   1265.77,       45.00,          2.053
      5,      38.5,      9.91,   1310.80,       41.19,          1.982
      5,      38.5,      9.57,   1357.51,       36.87,          1.914
      5,      38.5,      9.92,   1309.23,       41.19,          1.985
      5,      38.5,      9.94,   1307.71,       49.40,          1.987
      5,      38.5,     10.00,   1299.65,       53.13,          2.000
      5,      38.5,     10.00,   1299.65,       53.13,          2.000
      5,      38.5,     10.32,   1259.95,       53.13,          2.063
      5,      38.5,     10.32,   1259.95,       53.13,          2.063
      5,      38.5,     10.00,   1299.65,       53.13,          2.000
      5,      38.5,     10.26,   1265.99,       45.00,          2.053
      5,      38.5,      9.66,   1344.66,       32.01,          1.933
      5,      38.5,      9.96,   1304.30,       36.87,          1.992
      5,      38.5,     10.29,   1262.68,       41.19,          2.058
      5,      38.5,     10.08,   1288.70,       36.87,          2.017
      5,      38.5,     10.00,   1299.51,       36.87,          2.000
      5,      38.5,      9.02,   1440.64,       32.01,          1.804
      5,      38.5,      9.31,   1394.88,       40.60,          1.863
      5,      38.5,      9.37,   1386.81,       32.01,          1.874
      5,      38.5,      9.56,   1358.77,       49.40,          1.912
      5,      38.5,      9.26,   1402.66,       36.87,          1.852
      5,      38.5,      8.49,   1531.22,       45.00,          1.697
      5,      38.5,      9.10,   1428.97,       26.57,          1.821
      5,      38.5,      8.94,   1454.43,       26.57,          1.789
      5,      38.5,      8.50,   1529.38,       29.75,          1.701
      5,      38.5,      8.68,   1499.30,       32.01,          1.735
      5,      38.5,      8.74,   1487.72,       20.56,          1.749
      5,      38.5,      8.75,   1487.35,       18.44,          1.750
      5,      38.5,      8.73,   1492.04,       14.04,          1.747
      5,      38.5,      8.79,   1477.39,        7.13,          1.759
      5,      38.5,      9.29,   1398.16,        5.71,          1.858
      5,      38.5,      9.03,   1438.74,        6.34,          1.806
      5,      38.5,      9.00,   1443.14,        0.00,          1.800
      5,      38.5,      8.50,   1528.04,        0.00,          1.700
      5,      38.5,      8.50,   1528.04,        0.00,          1.700
      5,      38.5,      9.00,   1443.16,        0.00,          1.800
      5,      38.5,      9.00,   1443.16,        0.00,          1.800
      5,      38.5,      8.76,   1482.03,        0.00,          1.753
      5,      38.5,      9.00,   1443.16,        0.00,          1.800
      5,      38.5,      9.26,   1402.09,        0.00,          1.853
      5,      38.5,      8.50,   1528.09,        0.00,          1.700
      5,      38.5,      9.00,   1443.24,        0.00,          1.800
      5,      38.5,      9.00,   1443.16,        0.00,          1.800
      5,      38.5,      9.00,   1443.14,        0.00,          1.800
      5,      38.5,      9.26,   1402.04,        0.00,          1.853
      5,      38.5,      9.26,   1402.43,        0.00,          1.853
      5,      38.5,      9.06,   1434.62,        6.34,          1.811
      5,      38.5,      9.35,   1390.15,        5.71,          1.869
      5,      38.5,      9.55,   1359.94,        5.71,          1.911
      5,      38.5,      9.49,   1369.30,       18.44,          1.897
      5,      38.5,      9.49,   1369.23,       18.44,          1.897
      5,      38.5,      9.53,   1363.91,       26.57,          1.905
      5,      38.5,      8.94,   1452.77,       26.57,          1.789
      5,      38.5,      9.35,   1388.86,       18.44,          1.871
      5,      38.5,      9.35,   1388.86,       12.53,          1.871
      5,      38.5,      9.55,   1361.81,        6.34,          1.911
      5,      38.5,      9.76,   1330.43,       -5.71,          1.952
      5,      38.5,      9.50,   1367.18,        0.00,          1.900
      5,      38.5,      9.53,   1363.56,        6.34,          1.905
      5,      38.5,      9.55,   1359.94,        6.34,          1.911
      5,      38.5,      9.35,   1390.46,        6.34,          1.869
      5,      38.5,      9.22,   1409.39,       12.53,          1.844
      5,      38.5,      9.02,   1452.43,       32.01,          1.804
      5,      38.5,      9.72,   1347.47,       36.87,          1.943
      5,      38.5,      9.31,   1396.94,       35.54,          1.863
      5,      38.5,      9.66,   1346.43,       36.87,          1.933
      5,      38.5,      9.31,   1396.94,       35.54,          1.863
      5,      38.5,      9.66,   1346.20,       40.60,          1.933
      5,      38.5,      9.66,   1344.92,       36.87,          1.933
      5,      38.5,      9.66,   1344.92,       36.87,          1.933
      5,      38.5,      9.53,   1363.61,       32.01,          1.905
      5,      38.5,      9.51,   1365.89,       12.53,          1.903
      5,      38.5,      9.49,   1369.95,       18.44,          1.897
      5,      38.5,      9.53,   1363.75,       12.53,          1.906
      5,      38.5,      9.35,   1390.88,        6.34,          1.869
      5,      38.5,      9.14,   1422.65,       12.53,          1.827
      5,      38.5,      9.35,   1391.05,        6.34,          1.869
      5,      38.5,      9.53,   1364.27,        5.71,          1.905
      5,      38.5,      9.79,   1327.32,        6.34,          1.958
      5,      38.5,      9.14,   1421.65,        6.34,          1.827
      5,      38.5,      9.14,   1421.48,       12.53,          1.827
      5,      38.5,      9.42,   1378.39,       11.31,          1.885
      5,      38.5,      9.22,   1411.62,       18.44,          1.843
      5,      38.5,      9.53,   1363.16,       23.96,          1.906
      5,      38.5,      9.31,   1395.87,       40.60,          1.863
      5,      38.5,      9.26,   1404.14,       40.60,          1.852
      5,      38.5,     10.00,   1298.88,       36.87,          2.000
      5,      38.5,      9.53,   1363.91,       23.96,          1.906
      5,      38.5,      9.49,   1370.82,       18.44,          1.897
      5,      38.5,      9.66,   1346.28,       16.70,          1.932
      5,      38.5,      9.71,   1337.83,       11.31,          1.942
      5,      38.5,      9.35,   1389.88,        6.34,          1.869
      5,      38.5,      9.06,   1434.37,        6.34,          1.811
      5,      38.5,      9.53,   1363.43,        5.71,          1.905
      5,      38.5,      9.00,   1443.30,        0.00,          1.800
      5,      38.5,      8.76,   1482.08,        0.00,          1.753
      5,      38.5,      8.79,   1477.59,       -6.34,          1.759
      5,      38.5,      8.50,   1528.46,        0.00,          1.700
      5,      38.5,      8.53,   1529.18,        0.00,          1.706
      5,      38.5,      8.53,   1529.18,        0.00,          1.706
      5,      38.5,      8.00,   1623.64,        0.00,          1.600
      5,      38.5,      8.00,   1623.64,        0.00,          1.600
      5,      38.5,      8.03,   1618.10,        0.00,          1.606
      5,      38.5,      8.03,   1618.10,        0.00,          1.606
      5,      38.5,      9.53,   1378.10,       -6.34,          1.906
      5,      38.5,      9.53,   1377.51,        0.00,          1.906
      5,      38.5,     10.52,   1238.73,        0.00,          2.105
      5,      38.5,     10.50,   1240.37,        0.00,          2.100
      5,      38.5,     10.52,   1237.56,       -5.19,          2.105
      5,      38.5,     10.26,   1269.08,       -5.71,          2.052
      5,      38.5,     11.05,   1179.94,       -5.19,          2.209
      5,      38.5,     11.05,   1179.94,       -5.19,          2.209
      5,      38.5,     10.41,   1251.24,       11.31,          2.081
      5,      38.5,     10.06,   1291.30,       32.01,          2.013
      5,      38.5,     10.43,   1245.54,       36.87,          2.086
      5,      38.5,     10.76,   1207.56,       33.69,          2.152
      5,      38.5,      9.79,   1327.04,       32.01,          1.958
      5,      38.5,     10.52,   1236.48,        5.19,          2.105
      5,      38.5,     10.52,   1235.93,        5.71,          2.105
      5,      38.5,     10.79,   1206.60,        5.19,          2.157
      5,      38.5,     10.52,   1237.04,        5.19,          2.105
      5,      38.5,     10.29,   1265.87,        0.00,          2.057
      5,      38.5,     10.26,   1268.81,        0.00,          2.052
      5,      38.5,     10.52,   1236.91,        0.00,          2.105
      5,      38.5,     10.79,   1206.60,        5.19,          2.157
      5,      38.5,     10.71,   1215.21,        5.19,          2.142
      5,      38.5,     10.12,   1284.16,        5.19,          2.025
      5,      38.5,      9.63,   1349.48,       12.53,          1.926
      5,      38.5,     10.12,   1283.87,        5.71,          2.025
      5,      38.5,     10.34,   1257.56,        5.71,          2.067
      5,      38.5,      9.92,   1310.91,       12.53,          1.983
      5,      38.5,      9.53,   1364.13,        5.71,          1.905
      5,      38.5,      9.29,   1398.81,        5.71,          1.858
      5,      38.5,      9.22,   1410.16,       12.53,          1.844
      5,      38.5,      9.35,   1390.02,       12.53,          1.871
      5,      38.5,      9.00,   1457.08,        0.00,          1.800
      5,      38.5,      9.00,   1457.08,        0.00,          1.800
      5,      38.5,      9.76,   1344.39,        0.00,          1.952
      5,      38.5,      9.76,   1352.71,        5.71,          1.952
      5,      38.5,      9.00,   1466.54,        0.00,          1.800
      5,      38.5,      9.00,   1455.92,        0.00,          1.800
      5,      38.5,      9.00,   1453.76,        0.00,          1.800
      5,      38.5,      9.03,   1448.24,       -7.13,          1.806
      5,      38.5,      8.76,   1485.47,        0.00,          1.753
      5,      38.5,      8.76,   1486.09,        0.00,          1.753
      5,      38.5,      8.36,   1554.51,       14.04,          1.671
      5,      38.5,      8.35,   1555.34,       12.53,          1.670
      5,      38.5,      8.25,   1575.08,       14.04,          1.649
      5,      38.5,      8.24,   1576.73,       20.56,          1.647
      5,      38.5,      8.25,   1575.06,       14.04,          1.649
      5,      38.5,      8.25,   1575.08,       14.04,          1.649
      5,      38.5,      8.25,   1575.17,       14.04,          1.649
      5,      38.5,      8.50,   1534.06,        0.00,          1.700
      5,      38.5,      8.53,   1523.50,       -6.34,          1.706
      5,      38.5,      8.53,   1523.50,       -6.34,          1.706
      5,      38.5,      8.53,   1523.50,       -6.34,          1.706
      5,      38.5,      8.53,   1523.50,       -6.34,          1.706
      5,      38.5,      8.53,   1523.50,       -6.34,          1.706
      5,      38.5,      8.50,   1528.46,        0.00,          1.700
      5,      38.5,      8.50,   1528.46,        0.00,          1.700
      5,      38.5,      8.50,   1528.46,        0.00,          1.700
      5,      38.5,      8.50,   1528.46,        0.00,          1.700
      5,      38.5,      8.50,   1528.46,        0.00,          1.700
      5,      38.5,      8.50,   1528.46,        0.00,          1.700
      5,      38.5,      8.50,   1528.46,        0.00,          1.700
      5,      38.5,      8.50,   1528.46,        0.00,          1.700
      5,      38.5,      8.53,   1523.50,       -6.34,          1.706
      5,      38.5,      9.00,   1447.75,        0.00,          1.800
      5,      38.5,      9.03,   1441.50,       -6.34,          1.806
      5,      38.5,      9.53,   1365.80,       -6.34,          1.905
      5,      38.5,      9.26,   1404.75,       -6.34,          1.853
      5,      38.5,      9.03,   1441.24,       -6.34,          1.806
      5,      38.5,      9.76,   1333.51,        0.00,          1.952
      5,      38.5,      9.76,   1333.79,        0.00,          1.952
      5,      38.5,      9.53,   1367.15,        0.00,          1.905
      5,      38.5,      9.03,   1442.29,        0.00,          1.806
      5,      38.5,      9.76,   1333.25,       -5.71,          1.952
      5,      38.5,      9.79,   1326.87,        5.71,          1.958
      5,      38.5,      9.79,   1326.90,        5.71,          1.958
      5,      38.5,     10.05,   1292.43,        5.71,          2.010
      5,      38.5,      9.63,   1348.07,        5.71,          1.927
      5,      38.5,      9.35,   1389.91,        6.34,          1.869
      5,      38.5,     10.20,   1273.62,       11.31,          2.040
      5,      38.5,      9.84,   1320.48,       11.31,          1.967
      5,      38.5,      9.71,   1337.79,       12.53,          1.942
      5,      38.5,     10.14,   1280.72,       16.70,          2.028
      5,      38.5,      9.99,   1300.72,       18.44,          1.997
      5,      38.5,      9.82,   1323.23,       18.44,          1.963
      5,      38.5,      9.96,   1303.85,       18.44,          1.993
      5,      38.5,      9.99,   1301.11,       23.96,          1.998
      5,      38.5,      9.82,   1324.19,       23.96,          1.963
      5,      38.5,      9.99,   1301.26,       18.44,          1.998
      5,      38.5,     10.31,   1260.91,       21.80,          2.062
      5,      38.5,      9.99,   1301.58,       23.96,          1.998
      5,      38.5,      9.49,   1370.62,       18.44,          1.897
      5,      38.5,      9.73,   1334.27,       29.06,          1.947
      5,      38.5,      9.73,   1334.27,       29.06,          1.947
      5,      38.5,     10.07,   1289.51,       29.06,          2.014
      5,      38.5,      9.63,   1348.64,       32.01,          1.926
      5,      38.5,      9.97,   1302.93,       29.06,          1.994
      5,      38.5,     10.21,   1272.06,       29.06,          2.042
      5,      38.5,     10.14,   1281.33,       32.01,          2.027
      5,      38.5,     10.06,   1290.76,       36.87,          2.013
      5,      38.5,      9.94,   1307.16,       45.00,          1.987
      5,      38.5,      9.96,   1303.87,       41.19,          1.992
      5,      38.5,      9.31,   1394.65,       35.54,          1.863
      5,      38.5,      9.96,   1303.87,       41.19,          1.992
      5,      38.5,      9.58,   1355.26,       40.60,          1.917
      5,      38.5,     10.26,   1265.46,       41.19,          2.053
      5,      38.5,      9.56,   1358.89,       40.60,          1.912
      5,      38.5,     10.26,   1265.52,       48.82,          2.053
      5,      38.5,     10.26,   1265.52,       48.82,          2.053
      5,      38.5,     10.26,   1265.52,       48.82,          2.053
      5,      38.5,      9.56,   1358.89,       45.00,          1.912
      5,      38.5,     10.26,   1265.52,       48.82,          2.053
      5,      38.5,     10.26,   1265.52,       48.82,          2.053
      5,      38.5,      9.94,   1307.23,       45.00,          1.987
      5,      38.5,      9.94,   1307.23,       45.00,          1.987
      5,      38.5,      9.58,   1355.32,       40.60,          1.917
      5,      38.5,      9.91,   1314.22,       49.40,          1.982
      5,      38.5,      8.60,   1509.96,       35.54,          1.720
      5,      38.5,      9.26,   1402.62,       36.87,          1.852
      5,      38.5,      9.26,   1402.62,       36.87,          1.852
      5,      38.5,      9.26,   1402.72,       35.54,          1.852
      5,      38.5,      8.96,   1448.95,       35.54,          1.793
      5,      38.5,      7.77,   1672.61,        0.00,          1.553
      5,      38.5,      9.00,   1444.56,        0.00,          1.800
      5,      38.5,      9.00,   1444.56,        0.00,          1.800
      5,      38.5,      8.50,   1529.97,        0.00,          1.700
      5,      38.5,      8.79,   1478.94,        6.34,          1.759
